,Metros cuadrados,Metros cuadrados techados,Parqueo,Dormitorios,Antiguedad del edificio,Parque cercano,Piso en el que se encuentra,Mantenimiento,Numero de pisos,Casa,Departamento,Asia,Ate Vitarte,Barranco,Breña,Callao_Luriganch_Ancon_Carabay_PuentePie,Cañete,Chaclacayo,Chorrillos_VillaSalvador_VMT,Cienegui_Pachacam_Lurin,Comas,Jesus Maria,La Molina,La Victoria,Lince,Los Olivos,Magdalena,Magdalena del Mar,Mala,Miraflores,Pucusana,Pueblo Libre,Punta Hermosa,Punta Negra,Rimac_Agust_Independen,San Antonio,San Bartolo,San Borja,San Isidro,San Luis,San Martín de Porres,San Miguel,Santa Anita,Santa Maria del Mar,Santiago de Surco,Surquillo
1,5.590273886093084e-05,0.0001362635773636067,0.18055120141478867,0.15452663841649802,-8.835344036958972e-05,-0.08233547576046565,0.002882564135385266,0.0004230312821654275,-0.10047876921586868,0.5434652034405616,-2.685762380272882e-13,0.27670582907416025,-0.548947965981136,0.08448173644407915,-0.40678743054320504,-0.9250076269211227,0.9420215318357853,-0.8841068350617308,-0.2969518082195914,-1.2174211733973215,-1.0893890692266532,-0.2539812440203893,-0.18645064319244747,-0.26476599124942907,-0.13406571706174,-0.8337870199919997,-0.18318842645173278,-0.056874649174966374,0.029277685750431413,0.14633052806319777,0.7739550738645795,-0.2541266121790571,-0.049034347531623376,-0.5258564216548581,-0.507166524718706,1.0451705992386746,-0.15767346126303744,-0.0889257455205866,0.21105435863595967,-0.3602220050825749,-0.8635348446569221,-0.40282113255072727,-0.7441067588684294,0.5808627933890087,-0.03978302715847783,-0.30466442693733314
