,Ubicacion,Metros cuadrados,Metros cuadrados techados,Parqueo,Medio baños,Dormitorios,Antiguedad del edificio,Parque cercano,Piso en el que se encuentra,Venta,Mantenimiento,Link Pagina,Link imagen
139,"Urb. LA Aurora,  Lima, Lima",No hay informacion,No hay informacion,No hay informacion,No hay informacion,4Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 3,024,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lima-lima-4-dormitorios-58219739,https://img10.naventcdn.com/avisos/111/00/58/21/97/39/720x532/209808474.jpg
140,"Las Dalias 4,  Santiago de Surco, Lima",258m²Superficie total,220m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,36Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,593,600",120,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-13379902,https://img10.naventcdn.com/avisos/111/00/13/37/99/02/720x532/198904741.jpg
141," La Planicie, La Molina",1311m²Superficie total,1119m²Superficie techada,5Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 8,266,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-planicie-la-molina-5-a-mas-dormitorios-13484146,https://img10.naventcdn.com/avisos/111/00/13/48/41/46/720x532/201131054.jpg
142,"Doña Consuelo,  Los Rosales, Santiago de Surco",313m²Superficie total,280m²Superficie techada,3Estacionamientos,1Medio baño,6Dormitorios,21Antigüedad,No hay informacion,No hay informacion,"S/ 1,826,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-rosales-santiago-de-surco-5-a-mas-dormitorios-58366991,https://img10.naventcdn.com/avisos/111/00/58/36/69/91/720x532/212158839.jpg
143," Pulpos, Lurín",220m²Superficie total,200m²Superficie techada,3Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 730,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pulpos-lurin-5-a-mas-dormitorios-13178880,https://img10.naventcdn.com/avisos/111/00/13/17/88/80/720x532/194553870.jpg
144," Lurín, Lima",143m²Superficie total,143m²Superficie techada,0Estacionamientos,1Medio baño,4Dormitorios,1Antigüedad,No hay informacion,No hay informacion,"S/ 737,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lurin-lima-4-dormitorios-58071416,https://img10.naventcdn.com/avisos/111/00/58/07/14/16/720x532/207510231.jpg
145,"la planicie,  La Planicie, La Molina",825m²Superficie total,630m²Superficie techada,3Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 2,850,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-planicie-la-molina-4-dormitorios-13469735,https://img10.naventcdn.com/avisos/111/00/13/46/97/35/720x532/200791774.jpg
146," La Molina, Lima",326m²Superficie total,343m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 1,593,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-13210092,https://img10.naventcdn.com/avisos/111/00/13/21/00/92/720x532/195253275.jpg
147,"Jr. Cesar Vallejo,  Los Olivos, Lima",360m²Superficie total,360m²Superficie techada,No hay informacion,No hay informacion,10Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 1,065,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-olivos-lima-5-a-mas-dormitorios-58060995,https://img10.naventcdn.com/avisos/111/00/58/06/09/95/720x532/207345686.jpg
148,"Av. La Marina,  Pueblo Libre, Lima",228m²Superficie total,228m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,35Antigüedad,No hay informacion,No hay informacion,"S/ 759,240",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pueblo-libre-lima-5-a-mas-dormitorios-57984059,https://img10.naventcdn.com/avisos/111/00/57/98/40/59/720x532/206152766.jpg
149,"ibiza, la molina,  El Sol De La Molina, La Molina",300m²Superficie total,280m²Superficie techada,3Estacionamientos,No hay informacion,3Dormitorios,10Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,709,800",80,https://urbania.pe/inmueble/venta-de-casa-en-el-sol-de-la-molina-la-molina-3-dormitorios-13166870,https://img10.naventcdn.com/avisos/111/00/13/16/68/70/720x532/200338027.jpg
150,"ARBOLEDA,  La Molina, Lima",316m²Superficie total,180m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 1,786,100",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-3-dormitorios-57985178,https://img10.naventcdn.com/avisos/111/00/57/98/51/78/720x532/206169190.jpg
151," Santiago de Surco, Lima",325m²Superficie total,325m²Superficie techada,2Estacionamientos,1Medio baño,4Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 1,758,750",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-58108304,https://img10.naventcdn.com/avisos/111/00/58/10/83/04/720x532/208062928.jpg
152," La Molina, Lima",648m²Superficie total,121m²Superficie techada,4Estacionamientos,1Medio baño,2Dormitorios,50Antigüedad,No hay informacion,No hay informacion,"S/ 1,310,100",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-2-dormitorios-58001796,https://img10.naventcdn.com/avisos/111/00/58/00/17/96/720x532/206429235.jpg
153,"Condominio Portal de Santa María,  Carabayllo, Lima",75m²Superficie total,75m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,5Antigüedad,No hay informacion,No hay informacion,"S/ 142,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-carabayllo-lima-4-dormitorios-13507453,https://img10.naventcdn.com/avisos/111/00/13/50/74/53/720x532/207450056.jpg
154," San Martín de Porres, Lima",214m²Superficie total,214m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 650,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-martin-de-porres-lima-4-dormitorios-13429693,https://img10.naventcdn.com/avisos/111/00/13/42/96/93/720x532/200043870.jpg
155,"TUPAC AMARU 232,  Huacho, Huacho",175m²Superficie total,171m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,45Antigüedad,No hay informacion,No hay informacion,"S/ 584,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-huacho-huacho-4-dormitorios-58388922,https://img10.naventcdn.com/avisos/111/00/58/38/89/22/720x532/212630115.jpg
156," Maranga, San Miguel",164m²Superficie total,164m²Superficie techada,2Estacionamientos,No hay informacion,7Dormitorios,50Antigüedad,No hay informacion,No hay informacion,"S/ 1,020,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-maranga-san-miguel-5-a-mas-dormitorios-58427406,https://img10.naventcdn.com/avisos/111/00/58/42/74/06/720x532/213524159.jpg
157,"ASIA BONITA VISTA AL MAR Cerca al boulevard condominio cerrado con piscinas,  Asia, Cañete",184m²Superficie total,184m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 657,360",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-asia-canete-3-dormitorios-13423817,https://img10.naventcdn.com/avisos/111/00/13/42/38/17/720x532/199848733.jpg
158,"SOL DE LA MOLINA,  El Sol De La Molina, La Molina",364m²Superficie total,364m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 2,224,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-sol-de-la-molina-la-molina-4-dormitorios-13176954,https://img10.naventcdn.com/avisos/111/00/13/17/69/54/720x532/197340196.jpg
159,"SECTOR 3 GRUPO 23 MZ.P LOTE 12,  Sc.3 Gr.23, Villa el Salvador",140m²Superficie total,100m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 365,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-sc3-gr23-villa-el-salvador-3-dormitorios-13331933,https://img10.naventcdn.com/avisos/111/00/13/33/19/33/720x532/198111187.jpg
160,"Urb el reducto,  San Antonio, Miraflores",420m²Superficie total,235m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,9Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,822,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-antonio-miraflores-5-a-mas-dormitorios-13326052,https://img10.naventcdn.com/avisos/111/00/13/32/60/52/720x532/197979702.jpg
161," Surquillo, Lima",277m²Superficie total,200m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,46Antigüedad,No hay informacion,No hay informacion,"S/ 1,406,140",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-surquillo-lima-5-a-mas-dormitorios-57985604,https://img10.naventcdn.com/avisos/111/00/57/98/56/04/720x532/206177100.jpg
162,"CALLE AGRARIO,  La Molina, Lima",90m²Superficie total,160m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,5Antigüedad,No hay informacion,No hay informacion,"S/ 841,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-5-a-mas-dormitorios-13417185,https://img10.naventcdn.com/avisos/111/00/13/41/71/85/720x532/201431725.jpg
163,"Calle Hassinger,  Coricancha, San Borja",467m²Superficie total,320m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,25Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,158,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-coricancha-san-borja-3-dormitorios-13424894,https://img10.naventcdn.com/avisos/111/00/13/42/48/94/720x532/199888301.jpg
164," Av. El Comercio 302, Sayán, Huaura ,  Cercado De Sayan, Sayan",272m²Superficie total,170m²Superficie techada,0Estacionamientos,1Medio baño,3Dormitorios,9Antigüedad,No hay informacion,No hay informacion,"S/ 341,960",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-cercado-de-sayan-sayan-3-dormitorios-13424805,https://img10.naventcdn.com/avisos/111/00/13/42/48/05/720x532/199886447.jpg
165,"LAS LAGUNAS,  Las Lagunas De La Molina, La Molina",1350m²Superficie total,500m²Superficie techada,5Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 6,142,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-lagunas-de-la-molina-la-molina-5-a-mas-dormitorios-12666282,https://img10.naventcdn.com/avisos/111/00/12/66/62/82/720x532/182554495.jpg
166,"AV. los ingenieros 863 LA MOLINA,  La Molina, Lima",727m²Superficie total,460m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"S/ 1,938,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-58253339,https://img10.naventcdn.com/avisos/111/00/58/25/33/39/720x532/210356271.jpg
167," Santiago de Surco, Lima",450m²Superficie total,450m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,1Antigüedad,No hay informacion,No hay informacion,"S/ 2,299,050",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-58253362,https://img10.naventcdn.com/avisos/111/00/58/25/33/62/720x532/210357139.jpg
168," Cieneguilla, Lima",1024m²Superficie total,275m²Superficie techada,3Estacionamientos,No hay informacion,5Dormitorios,5Antigüedad,No hay informacion,No hay informacion,"USD 165,000",90,https://urbania.pe/inmueble/venta-de-casa-en-cieneguilla-lima-5-a-mas-dormitorios-13293251,https://img10.naventcdn.com/avisos/111/00/13/29/32/51/720x532/207710875.jpg
169," Miraflores, Lima",327m²Superficie total,122m²Superficie techada,0Estacionamientos,No hay informacion,9Dormitorios,10Antigüedad,Parque Interno ,No hay informacion,"S/ 2,177,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-miraflores-lima-5-a-mas-dormitorios-58143064,https://img10.naventcdn.com/avisos/111/00/58/14/30/64/720x532/208609343.jpg
170," Salamanca De Monterrico, Ate Vitarte",254m²Superficie total,196m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 1,060,820",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-salamanca-de-monterrico-ate-vitarte-4-dormitorios-13387477,https://img10.naventcdn.com/avisos/111/00/13/38/74/77/720x532/199056343.jpg
171," La Molina, Lima",1000m²Superficie total,500m²Superficie techada,5Estacionamientos,No hay informacion,4Dormitorios,18Antigüedad,No hay informacion,No hay informacion,"S/ 5,098,780",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-58195712,https://img10.naventcdn.com/avisos/111/00/58/19/57/12/720x532/209420865.jpg
172," Pucusana, Lima",680m²Superficie total,650m²Superficie techada,5Estacionamientos,No hay informacion,5Dormitorios,2Antigüedad,No hay informacion,No hay informacion,"S/ 3,253,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pucusana-lima-5-a-mas-dormitorios-13481052,https://img10.naventcdn.com/avisos/111/00/13/48/10/52/720x532/201058872.jpg
173,"Segunda Etapa,  Cieneguilla, Lima",1500m²Superficie total,280m²Superficie techada,5Estacionamientos,No hay informacion,5Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 2,274,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-cieneguilla-lima-5-a-mas-dormitorios-13325585,https://img10.naventcdn.com/avisos/111/00/13/32/55/85/720x532/197970093.jpg
174,"urb el rosal,  Santiago de Surco, Lima",255m²Superficie total,237m²Superficie techada,2Estacionamientos,1Medio baño,4Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 1,982,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-58038833,https://img10.naventcdn.com/avisos/111/00/58/03/88/33/720x532/206998838.jpg
175," San Martín de Porres, Lima",No hay informacion,110m²Superficie techada,0Estacionamientos,No hay informacion,2Dormitorios,60Antigüedad,No hay informacion,No hay informacion,"S/ 306,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-martin-de-porres-lima-2-dormitorios-58061558,https://img10.naventcdn.com/avisos/111/00/58/06/15/58/720x532/207354042.jpg
176," La Encantada De Villa, Chorrillos",1910m²Superficie total,352m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,29Antigüedad,No hay informacion,No hay informacion,"S/ 3,154,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-encantada-de-villa-chorrillos-5-a-mas-dormitorios-13483475, 
177,"antigua carretera panamericana sur km 107,  Asia, Cañete",235m²Superficie total,235m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 630,800",450,https://urbania.pe/inmueble/venta-de-casa-en-asia-canete-4-dormitorios-13386526,https://img10.naventcdn.com/avisos/111/00/13/38/65/26/720x532/199039824.jpg
178," Carabayllo, Lima",64m²Superficie total,101m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 238,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-carabayllo-lima-3-dormitorios-58256619,https://img10.naventcdn.com/avisos/111/00/58/25/66/19/720x532/210410132.jpg
179,"Santa Rosa Alta,  Santa Rosa, Punta Negra",224m²Superficie total,200m²Superficie techada,3Estacionamientos,No hay informacion,5Dormitorios,5Antigüedad,No hay informacion,No hay informacion,"S/ 498,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-rosa-punta-negra-5-a-mas-dormitorios-13426223,https://img10.naventcdn.com/avisos/111/00/13/42/62/23/720x532/199931966.jpg
180,"Av. La Paz 2100 San Miguel,  San Miguel, Lima",51m²Superficie total,51m²Superficie techada,0Estacionamientos,No hay informacion,2Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 231,372",180,https://urbania.pe/inmueble/venta-de-casa-en-san-miguel-lima-2-dormitorios-58343348,https://img10.naventcdn.com/avisos/111/00/58/34/33/48/720x532/211720323.jpg
181," La Planicie, La Molina",1000m²Superficie total,432m²Superficie techada,4Estacionamientos,No hay informacion,6Dormitorios,18Antigüedad,No hay informacion,No hay informacion,"S/ 2,720,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-planicie-la-molina-5-a-mas-dormitorios-58336191,https://img10.naventcdn.com/avisos/111/00/58/33/61/91/720x532/211599125.jpg
182,"X.COLEGIO HUMBOLDT 4DOR.+DPTO.A.T.210M2,  Alexander Von Humboldt, Miraflores",210m²Superficie total,320m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 1,826,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-alexander-von-humboldt-miraflores-4-dormitorios-13478263,https://img10.naventcdn.com/avisos/111/00/13/47/82/63/720x532/201059354.jpg
183,"Calle Aljovin,  San Martín de Porres, Lima",120m²Superficie total,344m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 468,983",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-martin-de-porres-lima-5-a-mas-dormitorios-13507998,https://img10.naventcdn.com/avisos/111/00/13/50/79/98/720x532/201645523.jpg
184,"CALLE MONTE BLANCO 321 RINCONADA ALTA, LA MOLINA,  Rinconada Alta, La Molina",1300m²Superficie total,480m²Superficie techada,6Estacionamientos,1Medio baño,6Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 5,360,000",No Mantenience,https://urbania.pe/inmueble/alquiler-de-casa-en-rinconada-alta-la-molina-5-a-mas-dormitorios-13223788,https://img10.naventcdn.com/avisos/111/00/13/22/37/88/720x532/195577759.jpg
185," Las Lagunas De La Molina, La Molina",440m²Superficie total,300m²Superficie techada,4Estacionamientos,No hay informacion,3Dormitorios,18Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,925,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-lagunas-de-la-molina-la-molina-3-dormitorios-13231258,https://img10.naventcdn.com/avisos/111/00/13/23/12/58/720x532/196172006.jpg
186,"General Garzon 1917,  Jesús María, Lima",75m²Superficie total,111m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 863,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-jesus-maria-lima-3-dormitorios-13475285,https://img10.naventcdn.com/avisos/111/00/13/47/52/85/720x532/200898627.jpg
187,"URBANIZACIÓN SANTA CRUZ DE ASIA,  Asia, Cañete",416m²Superficie total,220m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 620,840",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-asia-canete-5-a-mas-dormitorios-13145349,https://img10.naventcdn.com/avisos/111/00/13/14/53/49/720x532/193865994.jpg
188,"Jr. Prolongación Ayacucho,  San Miguel, Lima",188m²Superficie total,188m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,30Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,120,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-miguel-lima-4-dormitorios-58252888,https://img10.naventcdn.com/avisos/111/00/58/25/28/88/720x532/210349275.jpg
189," Las Flores, San Juan de Lurigancho",173m²Superficie total,173m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 496,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-flores-san-juan-de-lurigancho-3-dormitorios-57832331,https://img10.naventcdn.com/avisos/111/00/57/83/23/31/720x532/203557263.jpg
190,"Gozzoli Norte  100,  Las Artes, San Borja",400m²Superficie total,378m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 2,224,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-artes-san-borja-4-dormitorios-13245992,https://img10.naventcdn.com/avisos/111/00/13/24/59/92/720x532/196074059.jpg
191,"Calle uno mz E,  Alameda Sur De Villa, Chorrillos",140m²Superficie total,140m²Superficie techada,No hay informacion,No hay informacion,3Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 647,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-alameda-sur-de-villa-chorrillos-3-dormitorios-13351869,https://img10.naventcdn.com/avisos/111/00/13/35/18/69/720x532/198443784.jpg
192,"Santa Ana 120,  Pueblo Libre, Lima",248m²Superficie total,191m²Superficie techada,2Estacionamientos,1Medio baño,6Dormitorios,40Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,461,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pueblo-libre-lima-5-a-mas-dormitorios-58240956,https://img10.naventcdn.com/avisos/111/00/58/24/09/56/720x532/210156163.jpg
193,"Calle 3 urbanizacion playa totoritas MZ L LT4,  Mala, Cañete",200m²Superficie total,155m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,18Antigüedad,No hay informacion,No hay informacion,"S/ 1,095,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-mala-canete-5-a-mas-dormitorios-13317158,https://img10.naventcdn.com/avisos/111/00/13/31/71/58/720x532/197756132.jpg
194,"AV. LIBERTAD 246,  San Miguel, Lima",35m²Superficie total,35m²Superficie techada,0Estacionamientos,No hay informacion,2Dormitorios,27Antigüedad,No hay informacion,No hay informacion,"S/ 254,100",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-miguel-lima-2-dormitorios-58260012,https://img10.naventcdn.com/avisos/111/00/58/26/00/12/720x532/210462731.jpg
195,"Alt.Caminos del inca con Loma Umbrosa,  Prolongacion Benavides, Santiago de Surco",200m²Superficie total,200m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 1,311,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-prolongacion-benavides-santiago-de-surco-4-dormitorios-13499855,https://img10.naventcdn.com/avisos/111/00/13/49/98/55/720x532/201465008.jpg
196,"malecon las gaviotas san bartolo,  San Bartolo, Lima",165m²Superficie total,130m²Superficie techada,No hay informacion,No hay informacion,2Dormitorios,1Antigüedad,No hay informacion,No hay informacion,"S/ 655,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-bartolo-lima-2-dormitorios-58155544,https://img10.naventcdn.com/avisos/111/00/58/15/55/44/720x532/208776736.jpg
197,"Av. Insurgente,  San Miguel, Lima",200m²Superficie total,200m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"S/ 1,065,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-miguel-lima-5-a-mas-dormitorios-57984953,https://img10.naventcdn.com/avisos/111/00/57/98/49/53/720x532/206165624.jpg
198,"Villa Club,  Carabayllo, Lima",76m²Superficie total,76m²Superficie techada,No hay informacion,No hay informacion,3Dormitorios,8Antigüedad,No hay informacion,No hay informacion,"S/ 149,850",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-carabayllo-lima-3-dormitorios-58203667,https://img10.naventcdn.com/avisos/111/00/58/20/36/67/720x532/209548094.jpg
199,"Calle hatuncolla lote 17 y 18, mangomarca,  Mangomarca, San Juan de Lurigancho",1790m²Superficie total,1410m²Superficie techada,4Estacionamientos,No hay informacion,20Dormitorios,14Antigüedad,No hay informacion,No hay informacion,"S/ 1,407,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-mangomarca-san-juan-de-lurigancho-5-a-mas-dormitorios-58259813,https://img10.naventcdn.com/avisos/111/00/58/25/98/13/720x532/210461125.jpg
200," Santa Genoveva, Lurín",1004m²Superficie total,1004m²Superficie techada,0Estacionamientos,No hay informacion,0Dormitorios,15Antigüedad,Parque Interno ,No hay informacion,"S/ 1,650,000",500,https://urbania.pe/inmueble/venta-de-casa-en-santa-genoveva-lurin-13426891,https://img10.naventcdn.com/avisos/111/00/13/42/68/91/720x532/210693135.jpg
201,"Los Pinos 271, San Isidro, Lima, Peru,  San Isidro, Lima",400m²Superficie total,399m²Superficie techada,3Estacionamientos,1Medio baño,6Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 3,346,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-isidro-lima-5-a-mas-dormitorios-58098825,https://img10.naventcdn.com/avisos/111/00/58/09/88/25/720x532/207923282.jpg
202,"Nueva Toledo,  Cieneguilla, Cieneguilla",2711m²Superficie total,650m²Superficie techada,5Estacionamientos,No hay informacion,5Dormitorios,10Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,822,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-cieneguilla-cieneguilla-5-a-mas-dormitorios-13184837,https://img10.naventcdn.com/avisos/111/00/13/18/48/37/720x532/194685895.jpg
203,"Las Orquídeas,  San Bartolo, San Bartolo",335m²Superficie total,236m²Superficie techada,3Estacionamientos,No hay informacion,3Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"S/ 823,360",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-bartolo-san-bartolo-3-dormitorios-13426192,https://img10.naventcdn.com/avisos/111/00/13/42/61/92/720x532/199931087.jpg
204,"Calle Henry Revet 200,  Miraflores, Lima",380m²Superficie total,380m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 2,040,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-miraflores-lima-4-dormitorios-12408243,https://img10.naventcdn.com/avisos/111/00/12/40/82/43/720x532/196755252.jpg
205," Residencial Monterrico, La Molina",1000m²Superficie total,500m²Superficie techada,5Estacionamientos,No hay informacion,4Dormitorios,18Antigüedad,Parques Cercanos ,No hay informacion,"S/ 3,967,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-residencial-monterrico-la-molina-4-dormitorios-13124012,https://img10.naventcdn.com/avisos/111/00/13/12/40/12/720x532/193372106.jpg
206," Mala Sur, Mala",3600m²Superficie total,200m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,18Antigüedad,No hay informacion,No hay informacion,"S/ 836,640",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-mala-sur-mala-3-dormitorios-13320013,https://img10.naventcdn.com/avisos/111/00/13/32/00/13/720x532/197830307.jpg
207," Jesús María, Lima",278m²Superficie total,251m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,55Antigüedad,No hay informacion,No hay informacion,"S/ 2,182,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-jesus-maria-lima-4-dormitorios-58314933,https://img10.naventcdn.com/avisos/111/00/58/31/49/33/720x532/211273825.jpg
208,"Av. Los Sauces mz H lote 4 y 5,  Huertos De Villena, Lurín",10260m²Superficie total,150m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 8,897,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-huertos-de-villena-lurin-4-dormitorios-13121955,https://img10.naventcdn.com/avisos/111/00/13/12/19/55/720x532/193328999.jpg
