,Ubicacion,Metros cuadrados,Metros cuadrados techados,Parqueo,Medio baños,Dormitorios,Antiguedad del edificio,Parque cercano,Piso en el que se encuentra,Venta,Mantenimiento,Link Pagina,Link imagen
140," San Martín de Porres, Lima",266m²Superficie total,194m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,59Antigüedad,No hay informacion,No hay informacion,"S/ 528,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-martin-de-porres-lima-5-a-mas-dormitorios-13508044,https://img10.naventcdn.com/avisos/111/00/13/50/80/44/720x532/201646675.jpg
141,"Calle El Mirador,  La Molina, Lima",1890m²Superficie total,1890m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,22Antigüedad,No hay informacion,No hay informacion,"S/ 3,829,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-5-a-mas-dormitorios-13421289,https://img10.naventcdn.com/avisos/111/00/13/42/12/89/720x532/206408111.jpg
142," Pachacamac, Villa el Salvador",108m²Superficie total,90m²Superficie techada,No hay informacion,No hay informacion,2Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 238,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pachacamac-villa-el-salvador-2-dormitorios-58259109,https://img10.naventcdn.com/avisos/111/00/58/25/91/09/720x532/210448241.jpg
143,"Av. San Jose con Ricardo Palma 1400,  Villa María del Triunfo, Lima",230m²Superficie total,230m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 381,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-villa-maria-del-triunfo-lima-3-dormitorios-13407649,https://img10.naventcdn.com/avisos/111/00/13/40/76/49/720x532/199464452.jpg
144," La Molina, Lima",1000m²Superficie total,433m²Superficie techada,4Estacionamientos,No hay informacion,0Dormitorios,4Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,700,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-58105723,https://img10.naventcdn.com/avisos/111/00/58/10/57/23/720x532/209150173.jpg
145,"Los Molineros,  Chorrillos, Lima",213m²Superficie total,213m²Superficie techada,2Estacionamientos,1Medio baño,3Dormitorios,33Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,155,000",350,https://urbania.pe/inmueble/venta-de-casa-en-chorrillos-lima-3-dormitorios-58013935,https://img10.naventcdn.com/avisos/111/00/58/01/39/35/720x532/206613023.jpg
146,"JR. JESUS MORALES 242,  San Juan, San Juan de Miraflores",220m²Superficie total,160m²Superficie techada,0Estacionamientos,1Medio baño,5Dormitorios,35Antigüedad,Parques Cercanos ,No hay informacion,"S/ 577,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-san-juan-de-miraflores-5-a-mas-dormitorios-13453836,https://img10.naventcdn.com/avisos/111/00/13/45/38/36/720x532/200520164.jpg
147,"Av. Cristobal de Peralta,  Residencial Valle Hermoso, Santiago de Surco",618m²Superficie total,268m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,42Antigüedad,Parques Cercanos ,No hay informacion,"S/ 4,103,520",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-residencial-valle-hermoso-santiago-de-surco-5-a-mas-dormitorios-13171660,https://img10.naventcdn.com/avisos/111/00/13/17/16/60/720x532/194409869.jpg
148," San Antonio, Carabayllo",121m²Superficie total,100m²Superficie techada,No hay informacion,1Medio baño,2Dormitorios,2Antigüedad,No hay informacion,No hay informacion,"S/ 290,700",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-antonio-carabayllo-2-dormitorios-58345189,https://img10.naventcdn.com/avisos/111/00/58/34/51/89/720x532/211747947.jpg
149,"urbanización jacaranda,  San Borja, Lima",202m²Superficie total,303m²Superficie techada,3Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 1,620,160",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-4-dormitorios-13325164,https://img10.naventcdn.com/avisos/111/00/13/32/51/64/720x532/197962116.jpg
150,"Punta Pejerrey,  El Sol De La Molina, La Molina",590m²Superficie total,310m²Superficie techada,3Estacionamientos,No hay informacion,No hay informacion,4Antigüedad,No hay informacion,No hay informacion,"S/ 4,482,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-sol-de-la-molina-la-molina-1-dormitorio-12771802,https://img10.naventcdn.com/avisos/111/00/12/77/18/02/720x532/194215658.jpg
151,"Km 108 panamericana Sur,  Sarapampa, Asia",316m²Superficie total,316m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,4Antigüedad,No hay informacion,No hay informacion,"S/ 1,162,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-sarapampa-asia-5-a-mas-dormitorios-13102901,https://img10.naventcdn.com/avisos/111/00/13/10/29/01/720x532/192915209.jpg
152," Miraflores, Lima",275m²Superficie total,275m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,35Antigüedad,No hay informacion,No hay informacion,"S/ 1,624,750",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-miraflores-lima-4-dormitorios-57997683,https://img10.naventcdn.com/avisos/111/00/57/99/76/83/720x532/206370658.jpg
153," San Borja, Lima",311m²Superficie total,242m²Superficie techada,2Estacionamientos,1Medio baño,4Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 1,859,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-4-dormitorios-58215985,https://img10.naventcdn.com/avisos/111/00/58/21/59/85/720x532/209745709.jpg
154," Rinconada Del Lago, La Molina",375m²Superficie total,365m²Superficie techada,4Estacionamientos,1Medio baño,3Dormitorios,24Antigüedad,No hay informacion,No hay informacion,"USD 575,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-rinconada-del-lago-la-molina-3-dormitorios-13183155,https://img10.naventcdn.com/avisos/111/00/13/18/31/55/720x532/207710887.jpg
155,"Pedro Benvenutto,  San Miguel, Lima",348m²Superficie total,348m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,33Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,424,280",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-miguel-lima-4-dormitorios-13316364,https://img10.naventcdn.com/avisos/111/00/13/31/63/64/720x532/197736465.jpg
156,"Km 92.5 Panamericana Sur Playa Puesta del Sol,  Chocalla, Asia",182m²Superficie total,125m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 896,400",550,https://urbania.pe/inmueble/venta-de-casa-en-chocalla-asia-4-dormitorios-12920715,https://img10.naventcdn.com/avisos/111/00/12/92/07/15/720x532/188323024.jpg
157,"CONSTA DE 4 MINI DEPARTAMENTOS X.PARADERO LOS POLLOS,  Angelica Gamarra Et.1, Los Olivos",100m²Superficie total,100m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 448,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-angelica-gamarra-et1-los-olivos-5-a-mas-dormitorios-13414574,https://img10.naventcdn.com/avisos/111/00/13/41/45/74/720x532/200547457.jpg
158,"Av Canada con Luis Aldana,  La Victoria, Lima",220m²Superficie total,150m²Superficie techada,No hay informacion,No hay informacion,13Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 1,056,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-victoria-lima-5-a-mas-dormitorios-58005792,https://img10.naventcdn.com/avisos/111/00/58/00/57/92/720x532/206482251.jpg
159,"5DORM. 200M2 X.MIGRACIONES/AV.ESPAÑA,  Breña, Breña",200m²Superficie total,180m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,70Antigüedad,No hay informacion,No hay informacion,"S/ 732,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-brena-brena-5-a-mas-dormitorios-13073617,https://img10.naventcdn.com/avisos/111/00/13/07/36/17/720x532/193064758.jpg
160,"cerca a Av. Rosa Toro con Av. Bailetti,  Villa Jardin, San Luis",200m²Superficie total,180m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 1,305,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-villa-jardin-san-luis-5-a-mas-dormitorios-58402188,https://img10.naventcdn.com/avisos/111/00/58/40/21/88/720x532/213069662.jpg
161," San Juan de Lurigancho, Lima",500m²Superficie total,500m²Superficie techada,5Estacionamientos,No hay informacion,9Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 795,315",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-lurigancho-lima-5-a-mas-dormitorios-58388732,https://img10.naventcdn.com/avisos/111/00/58/38/87/32/720x532/212626911.jpg
162,"URB. LAS PALMERAS,  Las Palmeras, Los Olivos",133m²Superficie total,133m²Superficie techada,No hay informacion,No hay informacion,9Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"S/ 871,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-palmeras-los-olivos-5-a-mas-dormitorios-12883063,https://img10.naventcdn.com/avisos/111/00/12/88/30/63/720x532/197482130.jpg
163," La Molina, Lima",450m²Superficie total,443m²Superficie techada,2Estacionamientos,1Medio baño,4Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 2,400,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-58039185,https://img10.naventcdn.com/avisos/111/00/58/03/91/85/720x532/207004280.jpg
164," Higuereta, Santiago de Surco",312m²Superficie total,208m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,48Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,017,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-higuereta-santiago-de-surco-3-dormitorios-13293493,https://img10.naventcdn.com/avisos/111/00/13/29/34/93/720x532/197180451.jpg
165," Las Arenas, Asia",225m²Superficie total,225m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 1,427,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-arenas-asia-4-dormitorios-13141489,https://img10.naventcdn.com/avisos/111/00/13/14/14/89/720x532/193751983.jpg
166," Breña, Lima",450m²Superficie total,450m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,50Antigüedad,No hay informacion,No hay informacion,"S/ 1,600,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-brena-lima-5-a-mas-dormitorios-57985534,https://img10.naventcdn.com/avisos/111/00/57/98/55/34/720x532/206175640.jpg
167," Santiago de Surco, Lima",276m²Superficie total,276m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,37Antigüedad,No hay informacion,No hay informacion,"S/ 1,809,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-5-a-mas-dormitorios-58069588,https://img10.naventcdn.com/avisos/111/00/58/06/95/88/720x532/207479573.jpg
168,"altura de la cuadra 42 de Benavides,  Vista Alegre, Santiago de Surco",300m²Superficie total,300m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,29Antigüedad,No hay informacion,No hay informacion,"S/ 2,224,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-vista-alegre-santiago-de-surco-5-a-mas-dormitorios-13457318,https://img10.naventcdn.com/avisos/111/00/13/45/73/18/720x532/200582267.jpg
169," La Molina, Lima",450m²Superficie total,361m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,14Antigüedad,No hay informacion,No hay informacion,"S/ 3,960,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-3-dormitorios-58355069,https://img10.naventcdn.com/avisos/111/00/58/35/50/69/720x532/211945860.jpg
170,"Nueva Toledo 1ra. Etapa,  Cieneguilla, Lima",4971m²Superficie total,455m²Superficie techada,5Estacionamientos,1Medio baño,4Dormitorios,20Antigüedad,Parque Interno ,No hay informacion,"S/ 4,648,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-cieneguilla-lima-4-dormitorios-13374931,https://img10.naventcdn.com/avisos/111/00/13/37/49/31/720x532/198818863.jpg
171,"Mojaves 233,  Ate Vitarte, Lima",438m²Superficie total,251m²Superficie techada,No hay informacion,1Medio baño,4Dormitorios,35Antigüedad,No hay informacion,No hay informacion,"S/ 1,016,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-ate-vitarte-lima-4-dormitorios-58111274,https://img10.naventcdn.com/avisos/111/00/58/11/12/74/720x532/208107635.jpg
172,"CASA 1,306m2 - LAS CASUARINAS,  Las Casuarinas, Santiago de Surco",1306m²Superficie total,461m²Superficie techada,5Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 5,203,104",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-casuarinas-santiago-de-surco-5-a-mas-dormitorios-13289616,https://img10.naventcdn.com/avisos/111/00/13/28/96/16/720x532/197087033.jpg
173,"Tomas Valle 2020,  San Pedro De Garagay, San Martín de Porres",148m²Superficie total,148m²Superficie techada,2Estacionamientos,No hay informacion,6Dormitorios,22Antigüedad,Parques Cercanos ,No hay informacion,"S/ 600,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-pedro-de-garagay-san-martin-de-porres-5-a-mas-dormitorios-58341752,https://img10.naventcdn.com/avisos/111/00/58/34/17/52/720x532/211696806.jpg
174,"Av. Los Ingenieros 4xx,  Santiago de Surco, Lima",368m²Superficie total,368m²Superficie techada,2Estacionamientos,1Medio baño,3Dormitorios,17Antigüedad,No hay informacion,No hay informacion,"S/ 2,171,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-3-dormitorios-58438533,https://img10.naventcdn.com/avisos/111/00/58/43/85/33/720x532/213711285.jpg
175,"Jr Morona 367,  Chacra Colorada, Breña",300m²Superficie total,300m²Superficie techada,5Estacionamientos,No hay informacion,7Dormitorios,60Antigüedad,No hay informacion,No hay informacion,"S/ 1,462,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-chacra-colorada-brena-5-a-mas-dormitorios-58453251,https://img10.naventcdn.com/avisos/111/00/58/45/32/51/720x532/213968946.jpg
176," El Trébol, Los Olivos",160m²Superficie total,160m²Superficie techada,No hay informacion,No hay informacion,2Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 809,171",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-trebol-los-olivos-2-dormitorios-58324449,https://img10.naventcdn.com/avisos/111/00/58/32/44/49/720x532/211410812.jpg
177,"San Bartolo,  San Bartolo, San Bartolo",365m²Superficie total,222m²Superficie techada,4Estacionamientos,No hay informacion,4Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 1,287,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-bartolo-san-bartolo-4-dormitorios-13495981,https://img10.naventcdn.com/avisos/111/00/13/49/59/81/720x532/201372229.jpg
178,"Lujosa CASA cerca al Jockey Plaza,  Los Granados, Santiago de Surco",2508m²Superficie total,600m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 8,964,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-granados-santiago-de-surco-5-a-mas-dormitorios-12939601,https://img10.naventcdn.com/avisos/111/00/12/93/96/01/720x532/188820539.jpg
179,"Jiron Las Moras ,  El Remanso, La Molina",700m²Superficie total,700m²Superficie techada,2Estacionamientos,1Medio baño,6Dormitorios,20Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,873,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-remanso-la-molina-5-a-mas-dormitorios-58312765,https://img10.naventcdn.com/avisos/111/00/58/31/27/65/720x532/211243165.jpg
180,"Av. La Paz 2100 San Miguel,  San Miguel, Lima",51m²Superficie total,51m²Superficie techada,0Estacionamientos,No hay informacion,2Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 231,372",180,https://urbania.pe/inmueble/venta-de-casa-en-san-miguel-lima-2-dormitorios-58343348,https://img10.naventcdn.com/avisos/111/00/58/34/33/48/720x532/211720323.jpg
181," La Molina, Lima",464m²Superficie total,298m²Superficie techada,3Estacionamientos,No hay informacion,4Dormitorios,15Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,456,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-13280309,https://img10.naventcdn.com/avisos/111/00/13/28/03/09/720x532/196861785.jpg
182,"quebrada verde,  Quebrada Verde, Pachacamac",3100m²Superficie total,3090m²Superficie techada,5Estacionamientos,No hay informacion,5Dormitorios,10Antigüedad,Parque Interno ,No hay informacion,"S/ 2,878,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-quebrada-verde-pachacamac-5-a-mas-dormitorios-13335828,https://img10.naventcdn.com/avisos/111/00/13/33/58/28/720x532/198206771.jpg
183," San Borja, Lima",300m²Superficie total,300m²Superficie techada,2Estacionamientos,No hay informacion,6Dormitorios,45Antigüedad,No hay informacion,No hay informacion,"S/ 1,720,100",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-5-a-mas-dormitorios-57929300,https://img10.naventcdn.com/avisos/111/00/57/92/93/00/720x532/205122865.jpg
184,"Av. Pacasmayo,  San Martín de Porres, Lima",350m²Superficie total,350m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 865,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-martin-de-porres-lima-5-a-mas-dormitorios-57926177,https://img10.naventcdn.com/avisos/111/00/57/92/61/77/720x532/205058858.jpg
185," Jesús María, Lima",278m²Superficie total,251m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,55Antigüedad,No hay informacion,No hay informacion,"S/ 2,182,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-jesus-maria-lima-4-dormitorios-58314933,https://img10.naventcdn.com/avisos/111/00/58/31/49/33/720x532/211273825.jpg
186," Barranco, Lima",133m²Superficie total,133m²Superficie techada,No hay informacion,1Medio baño,3Dormitorios,33Antigüedad,No hay informacion,No hay informacion,"S/ 801,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-barranco-lima-3-dormitorios-58004351,https://img10.naventcdn.com/avisos/111/00/58/00/43/51/720x532/206465968.jpg
187,"Urb San Borja cerca Aviación (Jeanett ID 102067),  San Borja, San Borja",305m²Superficie total,196m²Superficie techada,3Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 2,058,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-san-borja-4-dormitorios-13293500,https://img10.naventcdn.com/avisos/111/00/13/29/35/00/720x532/197180578.jpg
188,"urb el rosal,  Santiago de Surco, Lima",255m²Superficie total,237m²Superficie techada,2Estacionamientos,1Medio baño,4Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 1,982,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-58038833,https://img10.naventcdn.com/avisos/111/00/58/03/88/33/720x532/206998838.jpg
189," Santiago de Surco, Lima",623m²Superficie total,623m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,29Antigüedad,No hay informacion,No hay informacion,"S/ 3,618,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-13492805,https://img10.naventcdn.com/avisos/111/00/13/49/28/05/720x532/201309315.jpg
190,"OCEANO PACIFICO 3XX,  Neptuno, Santiago de Surco",300m²Superficie total,200m²Superficie techada,2Estacionamientos,No hay informacion,2Dormitorios,42Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,619,900",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-neptuno-santiago-de-surco-2-dormitorios-13361298,https://img10.naventcdn.com/avisos/111/00/13/36/12/98/720x532/198589981.jpg
191," San Martín de Porres, Lima",266m²Superficie total,194m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,59Antigüedad,No hay informacion,No hay informacion,"S/ 528,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-martin-de-porres-lima-5-a-mas-dormitorios-13508044,https://img10.naventcdn.com/avisos/111/00/13/50/80/44/720x532/201646675.jpg
192,"jr. orbegoso 549 brena,  Breña, Lima",120m²Superficie total,120m²Superficie techada,0Estacionamientos,No hay informacion,0Dormitorios,65Antigüedad,No hay informacion,No hay informacion,"S/ 560,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-brena-lima-58190720,https://img10.naventcdn.com/avisos/111/00/58/19/07/20/720x532/209345940.jpg
193,"CALLE 16 N° 300,  Rímac, Lima",193m²Superficie total,140m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,50Antigüedad,Parques Cercanos ,No hay informacion,"S/ 564,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-rimac-lima-4-dormitorios-13412540,https://img10.naventcdn.com/avisos/111/00/13/41/25/40/720x532/201401978.jpg
194," San Isidro, Lima",312m²Superficie total,312m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,31Antigüedad,No hay informacion,No hay informacion,"S/ 3,630,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-isidro-lima-4-dormitorios-58303262,https://img10.naventcdn.com/avisos/111/00/58/30/32/62/720x532/211092246.jpg
195,"SOL DE LA MOLINA,  El Sol De La Molina, La Molina",364m²Superficie total,364m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 2,224,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-sol-de-la-molina-la-molina-4-dormitorios-13176954,https://img10.naventcdn.com/avisos/111/00/13/17/69/54/720x532/197340196.jpg
196," El Sol De La Molina, La Molina",300m²Superficie total,240m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"USD 470,000",500,https://urbania.pe/inmueble/venta-de-casa-en-el-sol-de-la-molina-la-molina-4-dormitorios-13183163,https://img10.naventcdn.com/avisos/111/00/13/18/31/63/720x532/207712716.jpg
197," Santa Rosa, Lima",98m²Superficie total,36m²Superficie techada,0Estacionamientos,No hay informacion,2Dormitorios,1Antigüedad,No hay informacion,No hay informacion,"S/ 115,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-rosa-lima-2-dormitorios-58366826,https://img10.naventcdn.com/avisos/111/00/58/36/68/26/720x532/212156396.jpg
198,"TUPAC AMARU 232,  Huacho, Huacho",175m²Superficie total,171m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,45Antigüedad,No hay informacion,No hay informacion,"S/ 584,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-huacho-huacho-4-dormitorios-58388922,https://img10.naventcdn.com/avisos/111/00/58/38/89/22/720x532/212630115.jpg
199," Pueblo Libre, Lima",160m²Superficie total,160m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,45Antigüedad,No hay informacion,No hay informacion,"S/ 647,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pueblo-libre-lima-3-dormitorios-58305754,https://img10.naventcdn.com/avisos/111/00/58/30/57/54/720x532/211133069.jpg
200,"Javier Prado Oeste al 500,  Lima, Lima",No hay informacion,No hay informacion,No hay informacion,No hay informacion,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 600,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lima-lima-3-dormitorios-58061735,https://img10.naventcdn.com/avisos/111/00/58/06/17/35/720x532/207516940.jpg
201,"MZ J LOTE 11,  Pachacamac, Villa el Salvador",100m²Superficie total,100m²Superficie techada,0Estacionamientos,No hay informacion,No hay informacion,12Antigüedad,Parques Cercanos ,No hay informacion,"S/ 179,280",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pachacamac-villa-el-salvador-1-dormitorio-13410764,https://img10.naventcdn.com/avisos/111/00/13/41/07/64/720x532/199523856.jpg
202,"Calle costa del sol,  La Molina, Lima",302m²Superficie total,302m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 2,124,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-5-a-mas-dormitorios-13450737,https://img10.naventcdn.com/avisos/111/00/13/45/07/37/720x532/200465639.jpg
203,"Avenida Los Cedro cuadra 5,  Los Cedros, Chaclacayo",753m²Superficie total,203m²Superficie techada,5Estacionamientos,No hay informacion,3Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 1,162,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-cedros-chaclacayo-3-dormitorios-13421071,https://img10.naventcdn.com/avisos/111/00/13/42/10/71/720x532/199761421.jpg
204,"Calle Santa Maria 176,  Miraflores, Lima",860m²Superficie total,358m²Superficie techada,3Estacionamientos,No hay informacion,3Dormitorios,20Antigüedad,Parques Cercanos ,No hay informacion,Consultar precio,No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-miraflores-lima-3-dormitorios-13470756,https://img10.naventcdn.com/avisos/111/00/13/47/07/56/720x532/200917110.jpg
205," San Borja, Lima",260m²Superficie total,260m²Superficie techada,0Estacionamientos,No hay informacion,9Dormitorios,43Antigüedad,No hay informacion,No hay informacion,"S/ 1,675,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-5-a-mas-dormitorios-58071334,https://img10.naventcdn.com/avisos/111/00/58/07/13/34/720x532/207509232.jpg
206," La Molina, Lima",200m²Superficie total,170m²Superficie techada,No hay informacion,1Medio baño,3Dormitorios,17Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,079,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-3-dormitorios-12432836,https://img10.naventcdn.com/avisos/111/00/12/43/28/36/720x532/179688675.jpg
207,"RIO CHIRA ATE,  Los Angeles De Vitarte, Ate Vitarte",200m²Superficie total,160m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 895,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-angeles-de-vitarte-ate-vitarte-4-dormitorios-58342024,https://img10.naventcdn.com/avisos/111/00/58/34/20/24/720x532/211700710.jpg
208,"Valle Riestra,  Orrantia, San Isidro",375m²Superficie total,180m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,50Antigüedad,Parques Cercanos ,No hay informacion,"S/ 4,332,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-orrantia-san-isidro-3-dormitorios-12689240,https://img10.naventcdn.com/avisos/111/00/12/68/92/40/720x532/182887365.jpg
209," Pueblo Libre, Lima",300m²Superficie total,230m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,45Antigüedad,No hay informacion,No hay informacion,"S/ 770,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pueblo-libre-lima-4-dormitorios-58305427,https://img10.naventcdn.com/avisos/111/00/58/30/54/27/720x532/211129484.jpg
