,Ubicacion,Metros cuadrados,Metros cuadrados techados,Parqueo,Medio baños,Dormitorios,Antiguedad del edificio,Parque cercano,Piso en el que se encuentra,Venta,Mantenimiento,Link Pagina,Link imagen
419,"Tacna 239, Miraflores, Lima,  Miraflores, Lima",377m²Superficie total,377m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 2,145,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-miraflores-lima-5-a-mas-dormitorios-58105006,https://img10.naventcdn.com/avisos/111/00/58/10/50/06/720x532/208013061.jpg
420,"Penthouse Amplio- Chacarilla SAN Borja - 4 Cocheras DE Estreno,  Lima, Lima",No hay informacion,No hay informacion,4Estacionamientos,1Medio baño,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 1,873,036",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lima-lima-3-dormitorios-58314001,https://img10.naventcdn.com/avisos/111/00/58/31/40/01/720x532/211260144.jpg
421,"Calle Paz y Perfecta Unión # 595,  Corpac, San Isidro",780m²Superficie total,500m²Superficie techada,2Estacionamientos,1Medio baño,5Dormitorios,10Antigüedad,Parques Cercanos ,No hay informacion,"S/ 4,448,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-corpac-san-isidro-5-a-mas-dormitorios-13422029,https://img10.naventcdn.com/avisos/111/00/13/42/20/29/720x532/199791663.jpg
422,"Jr. Tumbes,  San Martín de Porres, Lima",300m²Superficie total,300m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 482,850",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-martin-de-porres-lima-4-dormitorios-58068675,https://img10.naventcdn.com/avisos/111/00/58/06/86/75/720x532/207465953.jpg
423," Asia Del Mar, Asia",120m²Superficie total,116m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,11Antigüedad,Parque Interno ,No hay informacion,"S/ 597,600",574,https://urbania.pe/inmueble/venta-de-casa-en-asia-del-mar-asia-3-dormitorios-13386477,https://img10.naventcdn.com/avisos/111/00/13/38/64/77/720x532/199038587.jpg
424," La Molina, Lima",648m²Superficie total,121m²Superficie techada,4Estacionamientos,1Medio baño,2Dormitorios,50Antigüedad,No hay informacion,No hay informacion,"S/ 1,310,100",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-2-dormitorios-58001796,https://img10.naventcdn.com/avisos/111/00/58/00/17/96/720x532/206429235.jpg
425," San Martín de Porres, Lima",No hay informacion,110m²Superficie techada,0Estacionamientos,No hay informacion,2Dormitorios,60Antigüedad,No hay informacion,No hay informacion,"S/ 306,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-martin-de-porres-lima-2-dormitorios-58061558,https://img10.naventcdn.com/avisos/111/00/58/06/15/58/720x532/207354042.jpg
426,"Alt cd 13 Av Acapulco,  El Sol De La Molina, La Molina",506m²Superficie total,290m²Superficie techada,4Estacionamientos,No hay informacion,4Dormitorios,9Antigüedad,No hay informacion,No hay informacion,"S/ 1,759,600",150,https://urbania.pe/inmueble/venta-de-casa-en-el-sol-de-la-molina-la-molina-4-dormitorios-13079762, 
427," Lobos, Cerro Azul",210m²Superficie total,210m²Superficie techada,No hay informacion,1Medio baño,5Dormitorios,9Antigüedad,No hay informacion,No hay informacion,"S/ 330,000",50,https://urbania.pe/inmueble/venta-de-casa-en-lobos-cerro-azul-5-a-mas-dormitorios-58248609,https://img10.naventcdn.com/avisos/111/00/58/24/86/09/720x532/210285656.jpg
428,"PROLONGACION AV. SAN JUAN,  Virgen Del Buen Paso, San Juan de Miraflores",320m²Superficie total,204m²Superficie techada,0Estacionamientos,1Medio baño,5Dormitorios,18Antigüedad,No hay informacion,No hay informacion,"S/ 225,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-virgen-del-buen-paso-san-juan-de-miraflores-5-a-mas-dormitorios-58345111,https://img10.naventcdn.com/avisos/111/00/58/34/51/11/720x532/211746754.jpg
429," Miraflores, Lima",311m²Superficie total,311m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,46Antigüedad,No hay informacion,No hay informacion,"S/ 1,749,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-miraflores-lima-4-dormitorios-58140096,https://img10.naventcdn.com/avisos/111/00/58/14/00/96/720x532/208564139.jpg
430,"Jiron prolongacion Ayacucho 265,  San Miguel, Lima",396m²Superficie total,240m²Superficie techada,2Estacionamientos,1Medio baño,5Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 1,032,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-miguel-lima-5-a-mas-dormitorios-58039328,https://img10.naventcdn.com/avisos/111/00/58/03/93/28/720x532/207006671.jpg
431,"CALLE GUADALUPE 162 CEDROS DE VILLA ,  Chorrillos, Lima",162m²Superficie total,100m²Superficie techada,2Estacionamientos,1Medio baño,4Dormitorios,35Antigüedad,No hay informacion,No hay informacion,"S/ 703,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-chorrillos-lima-4-dormitorios-58117560,https://img10.naventcdn.com/avisos/111/00/58/11/75/60/720x532/208204560.jpg
432,"Calle Diego de Aguero,  Santiago de Surco, Lima",267m²Superficie total,267m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,45Antigüedad,No hay informacion,No hay informacion,"S/ 1,495,170",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-5-a-mas-dormitorios-58039596,https://img10.naventcdn.com/avisos/111/00/58/03/95/96/720x532/207010414.jpg
433,"Pedro Benvenutto,  San Miguel, Lima",348m²Superficie total,348m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,33Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,424,280",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-miguel-lima-4-dormitorios-13417820,https://img10.naventcdn.com/avisos/111/00/13/41/78/20/720x532/199667147.jpg
434," Santo Domingo, Carabayllo",120m²Superficie total,100m²Superficie techada,No hay informacion,No hay informacion,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 298,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santo-domingo-carabayllo-3-dormitorios-13089030,https://img10.naventcdn.com/avisos/111/00/13/08/90/30/720x532/192665155.jpg
435,"Calle General Suarez,  Miraflores, Lima",264m²Superficie total,336m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,40Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,892,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-miraflores-lima-4-dormitorios-13223489,https://img10.naventcdn.com/avisos/111/00/13/22/34/89/720x532/198139484.jpg
436,"Las Orquideas,  San Martín de Porres, Lima",140m²Superficie total,140m²Superficie techada,No hay informacion,No hay informacion,2Dormitorios,5Antigüedad,Parques Cercanos ,No hay informacion,"S/ 404,140",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-martin-de-porres-lima-2-dormitorios-58103598,https://img10.naventcdn.com/avisos/111/00/58/10/35/98/720x532/207992537.jpg
437,"LOS ALAMOS,  Villa el Salvador, Lima",420m²Superficie total,360m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,5Antigüedad,No hay informacion,No hay informacion,"S/ 730,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-villa-el-salvador-lima-5-a-mas-dormitorios-13311235,https://img10.naventcdn.com/avisos/111/00/13/31/12/35/720x532/197605315.jpg
438,"Bartolome Ruiz 244,  Ate Vitarte, Lima",140m²Superficie total,268m²Superficie techada,No hay informacion,No hay informacion,7Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 957,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-ate-vitarte-lima-5-a-mas-dormitorios-58027102,https://img10.naventcdn.com/avisos/111/00/58/02/71/02/720x532/206811883.jpg
439," El Remanso, La Molina",325m²Superficie total,325m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,22Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,386,100",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-remanso-la-molina-5-a-mas-dormitorios-13209709,https://img10.naventcdn.com/avisos/111/00/13/20/97/09/720x532/195243964.jpg
440," Casa Blanca, Pachacamac",1000m²Superficie total,10000m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,13Antigüedad,No hay informacion,No hay informacion,"S/ 9,960,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-casa-blanca-pachacamac-5-a-mas-dormitorios-12881252,https://img10.naventcdn.com/avisos/111/00/12/88/12/52/720x532/187293948.jpg
441," La Molina, Lima",No hay informacion,428m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 1,925,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-5-a-mas-dormitorios-58287833,https://img10.naventcdn.com/avisos/111/00/58/28/78/33/720x532/210848546.jpg
442,"Calle Vizcardo y Guzman AH 10 de octubre,  San Juan de Lurigancho, Lima",250m²Superficie total,90m²Superficie techada,No hay informacion,No hay informacion,7Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"S/ 340,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-lurigancho-lima-5-a-mas-dormitorios-58170486,https://img10.naventcdn.com/avisos/111/00/58/17/04/86/720x532/209025310.jpg
443,"ID 106853 Alameda del Corregidor 5,  La Molina Vieja, La Molina",240m²Superficie total,241m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,11Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,494,000",400,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-vieja-la-molina-5-a-mas-dormitorios-13281660,https://img10.naventcdn.com/avisos/111/00/13/28/16/60/720x532/196891223.jpg
444," Valle Hermoso Oeste, Santiago de Surco",440m²Superficie total,250m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,40Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,859,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-valle-hermoso-oeste-santiago-de-surco-4-dormitorios-13059455,https://img10.naventcdn.com/avisos/111/00/13/05/94/55/720x532/192045099.jpg
445,"Calle Acapulco,  La Molina, Lima",323m²Superficie total,354m²Superficie techada,3Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 2,131,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-13362498,https://img10.naventcdn.com/avisos/111/00/13/36/24/98/720x532/198655824.jpg
446,"MICHIGAN 1,  Rinconada Del Lago, La Molina",315m²Superficie total,316m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 2,158,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-rinconada-del-lago-la-molina-4-dormitorios-13257820,https://img10.naventcdn.com/avisos/111/00/13/25/78/20/720x532/196357220.jpg
447," De Lurin, Lurín",1020m²Superficie total,320m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,4Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,607,515",550,https://urbania.pe/inmueble/venta-de-casa-en-de-lurin-lurin-4-dormitorios-58320085,https://img10.naventcdn.com/avisos/111/00/58/32/00/85/720x532/211350958.jpg
448," San Juan de Lurigancho, Lima",490m²Superficie total,475m²Superficie techada,0Estacionamientos,No hay informacion,0Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 940,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-lurigancho-lima-58138120,https://img10.naventcdn.com/avisos/111/00/58/13/81/20/720x532/208534663.jpg
449," Pueblo Libre, Lima",140m²Superficie total,140m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,50Antigüedad,No hay informacion,No hay informacion,"S/ 895,960",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pueblo-libre-lima-3-dormitorios-58181099,https://img10.naventcdn.com/avisos/111/00/58/18/10/99/720x532/209197046.jpg
450," Rinconada Del Lago, La Molina",375m²Superficie total,365m²Superficie techada,4Estacionamientos,1Medio baño,3Dormitorios,24Antigüedad,No hay informacion,No hay informacion,"USD 575,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-rinconada-del-lago-la-molina-3-dormitorios-13183155,https://img10.naventcdn.com/avisos/111/00/13/18/31/55/720x532/207710887.jpg
451,"Calle EL MONTICULO,  La Molina, Lima",700m²Superficie total,700m²Superficie techada,3Estacionamientos,No hay informacion,3Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 3,630,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-3-dormitorios-57833687,https://img10.naventcdn.com/avisos/111/00/57/83/36/87/720x532/203576669.jpg
452," Santiago de Surco, Lima",620m²Superficie total,620m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 4,000,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-58219364,https://img10.naventcdn.com/avisos/111/00/58/21/93/64/720x532/209941563.jpg
453,"Km 108 panamericana Sur,  Sarapampa, Asia",316m²Superficie total,316m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,4Antigüedad,No hay informacion,No hay informacion,"S/ 1,162,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-sarapampa-asia-5-a-mas-dormitorios-13102901,https://img10.naventcdn.com/avisos/111/00/13/10/29/01/720x532/192915209.jpg
454,"Echeverria al 800,  Lima, Lima",No hay informacion,No hay informacion,0Estacionamientos,1Medio baño,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 350,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lima-lima-3-dormitorios-58278534,https://img10.naventcdn.com/avisos/111/00/58/27/85/34/720x532/210715557.jpg
455,"Av Antunez de Mayolo cuadra 25,  Santa Apolonia, San Martín de Porres",444m²Superficie total,444m²Superficie techada,No hay informacion,No hay informacion,9Dormitorios,19Antigüedad,Parques Cercanos ,No hay informacion,"S/ 804,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-apolonia-san-martin-de-porres-5-a-mas-dormitorios-13421132,https://img10.naventcdn.com/avisos/111/00/13/42/11/32/720x532/199762681.jpg
456,"AVENIDA DEL SUR ,  Santiago de Surco, Lima",801m²Superficie total,800m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,39Antigüedad,Parque Interno ,No hay informacion,"S/ 8,798,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-5-a-mas-dormitorios-58059682,https://img10.naventcdn.com/avisos/111/00/58/05/96/82/720x532/207326188.jpg
