,Ubicacion,Metros cuadrados,Metros cuadrados techados,Parqueo,Medio baños,Dormitorios,Antiguedad del edificio,Parque cercano,Piso en el que se encuentra,Venta,Mantenimiento,Link Pagina,Link imagen
281," Santiago de Surco, Lima",350m²Superficie total,300m²Superficie techada,4Estacionamientos,No hay informacion,4Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 971,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-58106715,https://img10.naventcdn.com/avisos/111/00/58/10/67/15/720x532/208038787.jpg
282,"EL REMANSO,  La Molina, Lima",380m²Superficie total,380m²Superficie techada,3Estacionamientos,No hay informacion,5Dormitorios,9Antigüedad,No hay informacion,No hay informacion,"S/ 2,216,500",1,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-5-a-mas-dormitorios-58030049,https://img10.naventcdn.com/avisos/111/00/58/03/00/49/720x532/206857843.jpg
283,"San Bartolo,  San Bartolo, San Bartolo",365m²Superficie total,222m²Superficie techada,4Estacionamientos,No hay informacion,4Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 1,287,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-bartolo-san-bartolo-4-dormitorios-13495981,https://img10.naventcdn.com/avisos/111/00/13/49/59/81/720x532/201372229.jpg
284,"Pj  Chávez Aguirre Juan, Mz U1 lote29,  Honor Y Lealtad, Santiago de Surco",90m²Superficie total,65m²Superficie techada,No hay informacion,No hay informacion,2Dormitorios,24Antigüedad,No hay informacion,No hay informacion,"S/ 612,000",20,https://urbania.pe/inmueble/venta-de-casa-en-honor-y-lealtad-santiago-de-surco-2-dormitorios-58205498,https://img10.naventcdn.com/avisos/111/00/58/20/54/98/720x532/209795880.jpg
285," Pueblo Libre, Lima",156m²Superficie total,156m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,44Antigüedad,No hay informacion,No hay informacion,"S/ 1,346,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pueblo-libre-lima-4-dormitorios-58259829,https://img10.naventcdn.com/avisos/111/00/58/25/98/29/720x532/210459983.jpg
286," La Molina, Lima",450m²Superficie total,443m²Superficie techada,2Estacionamientos,1Medio baño,4Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 2,400,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-58039185,https://img10.naventcdn.com/avisos/111/00/58/03/91/85/720x532/207004280.jpg
287,"MZ C LOTE 18,  Pachacamac, Villa el Salvador",100m²Superficie total,99m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,13Antigüedad,Parques Cercanos ,No hay informacion,"S/ 255,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pachacamac-villa-el-salvador-3-dormitorios-13464592,https://img10.naventcdn.com/avisos/111/00/13/46/45/92/720x532/210434429.jpg
288,"Av. Manuel Villaran ,  Miraflores, Lima",360m²Superficie total,360m²Superficie techada,4Estacionamientos,1Medio baño,5Dormitorios,45Antigüedad,No hay informacion,No hay informacion,"S/ 2,345,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-miraflores-lima-5-a-mas-dormitorios-58109983,https://img10.naventcdn.com/avisos/111/00/58/10/99/83/720x532/208088932.jpg
289," San Borja, Lima",316m²Superficie total,369m²Superficie techada,3Estacionamientos,No hay informacion,5Dormitorios,35Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,158,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-5-a-mas-dormitorios-13302435,https://img10.naventcdn.com/avisos/111/00/13/30/24/35/720x532/197391948.jpg
290," San Isidro, Lima",630m²Superficie total,535m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 6,640,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-isidro-lima-5-a-mas-dormitorios-13317909,https://img10.naventcdn.com/avisos/111/00/13/31/79/09/720x532/197776229.jpg
291,"CALLE ARIES 1104,  Mercurio, Los Olivos",171m²Superficie total,171m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,35Antigüedad,No hay informacion,No hay informacion,"S/ 630,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-mercurio-los-olivos-5-a-mas-dormitorios-58239339,https://img10.naventcdn.com/avisos/111/00/58/23/93/39/720x532/210130282.jpg
292,"Mz. J Lt. 10,  Ate Vitarte, Lima",159m²Superficie total,159m²Superficie techada,0Estacionamientos,No hay informacion,No hay informacion,17Antigüedad,No hay informacion,No hay informacion,"S/ 310,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-ate-vitarte-lima-1-dormitorio-58315086,https://img10.naventcdn.com/avisos/111/00/58/31/50/86/720x532/211276698.jpg
293," Sc.2 Gr.13, Villa el Salvador",140m²Superficie total,140m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,18Antigüedad,No hay informacion,No hay informacion,"S/ 290,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-sc2-gr13-villa-el-salvador-5-a-mas-dormitorios-58333175,https://img10.naventcdn.com/avisos/111/00/58/33/31/75/720x532/211543710.jpg
294," La Planicie, La Molina",1016m²Superficie total,417m²Superficie techada,3Estacionamientos,No hay informacion,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 4,282,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-planicie-la-molina-3-dormitorios-13173657,https://img10.naventcdn.com/avisos/111/00/13/17/36/57/720x532/194448362.jpg
295,"AVENIDA DEL SUR ,  Santiago de Surco, Lima",801m²Superficie total,800m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,39Antigüedad,Parque Interno ,No hay informacion,"S/ 8,798,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-5-a-mas-dormitorios-58059682,https://img10.naventcdn.com/avisos/111/00/58/05/96/82/720x532/207326188.jpg
296," La Molina, Lima",320m²Superficie total,320m²Superficie techada,No hay informacion,1Medio baño,5Dormitorios,13Antigüedad,No hay informacion,No hay informacion,"S/ 2,197,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-5-a-mas-dormitorios-58001142,https://img10.naventcdn.com/avisos/111/00/58/00/11/42/720x532/206420559.jpg
297,"Rinconada del Lago,  Rinconada Del Lago, La Molina",1180m²Superficie total,330m²Superficie techada,4Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 3,917,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-rinconada-del-lago-la-molina-4-dormitorios-13510642,https://img10.naventcdn.com/avisos/111/00/13/51/06/42/720x532/201714294.jpg
298," La Molina, Lima",464m²Superficie total,298m²Superficie techada,3Estacionamientos,No hay informacion,4Dormitorios,15Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,456,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-13280309,https://img10.naventcdn.com/avisos/111/00/13/28/03/09/720x532/196861785.jpg
299,"Vendo Casa EN SAN Borja POR LA Naval /para Constructor Acepta Canje,  Lima, Lima",420m²Superficie total,420m²Superficie techada,3Estacionamientos,No hay informacion,4Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 2,362,388",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lima-lima-4-dormitorios-58314090,https://img10.naventcdn.com/avisos/111/00/58/31/40/90/720x532/211261400.jpg
300," Cerro Azul, Cañete",400m²Superficie total,400m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,8Antigüedad,No hay informacion,No hay informacion,"S/ 1,261,600",800,https://urbania.pe/inmueble/venta-de-casa-en-cerro-azul-canete-4-dormitorios-13502394,https://img10.naventcdn.com/avisos/111/00/13/50/23/94/720x532/201507245.jpg
301,"Andres Guzmán 184,  San Juan, San Juan de Miraflores",165m²Superficie total,120m²Superficie techada,No hay informacion,No hay informacion,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 564,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-san-juan-de-miraflores-3-dormitorios-13191715,https://img10.naventcdn.com/avisos/111/00/13/19/17/15/720x532/194840443.jpg
302," Mala, Cañete",250m²Superficie total,250m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,1Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,386,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-mala-canete-5-a-mas-dormitorios-58363692,https://img10.naventcdn.com/avisos/111/00/58/36/36/92/720x532/212100313.jpg
303,"a unas cuadras de Las Casuarinas,  Huertos De San Antonio, Santiago de Surco",320m²Superficie total,344m²Superficie techada,3Estacionamientos,No hay informacion,5Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 1,789,480",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-huertos-de-san-antonio-santiago-de-surco-5-a-mas-dormitorios-13503735,https://img10.naventcdn.com/avisos/111/00/13/50/37/35/720x532/201546889.jpg
304,"ID 126153 Calle Winnipeg,  Rinconada Del Lago, La Molina",808m²Superficie total,260m²Superficie techada,2Estacionamientos,1Medio baño,3Dormitorios,25Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,665,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-rinconada-del-lago-la-molina-3-dormitorios-13504955,https://img10.naventcdn.com/avisos/111/00/13/50/49/55/720x532/201577440.jpg
305," De Lurin, Lurín",1020m²Superficie total,320m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,4Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,607,515",550,https://urbania.pe/inmueble/venta-de-casa-en-de-lurin-lurin-4-dormitorios-58320085,https://img10.naventcdn.com/avisos/111/00/58/32/00/85/720x532/211350958.jpg
306," Aurora, Miraflores",430m²Superficie total,330m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,31Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,191,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-aurora-miraflores-3-dormitorios-13329288,https://img10.naventcdn.com/avisos/111/00/13/32/92/88/720x532/198050775.jpg
307,"Calle WANCHUY 345,  San Juan de Lurigancho, Lima",230m²Superficie total,230m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 531,840",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-lurigancho-lima-5-a-mas-dormitorios-13470525,https://img10.naventcdn.com/avisos/111/00/13/47/05/25/720x532/200804916.jpg
308," Monterrico Chico, Santiago de Surco",165m²Superficie total,165m²Superficie techada,No hay informacion,1Medio baño,4Dormitorios,3Antigüedad,Parques Cercanos ,No hay informacion,"S/ 996,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-monterrico-chico-santiago-de-surco-4-dormitorios-13072503,https://img10.naventcdn.com/avisos/111/00/13/07/25/03/720x532/192284840.jpg
309," San Miguel, Lima",180m²Superficie total,180m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,40Antigüedad,Parques Cercanos ,No hay informacion,"S/ 957,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-miguel-lima-4-dormitorios-57842184,https://img10.naventcdn.com/avisos/111/00/57/84/21/84/720x532/203694083.jpg
310,"Jr. Las Tipuanas N° 780-776,  La Molina, Lima",529m²Superficie total,529m²Superficie techada,2Estacionamientos,No hay informacion,0Dormitorios,2Antigüedad,No hay informacion,No hay informacion,"S/ 2,879,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-58089313,https://img10.naventcdn.com/avisos/111/00/58/08/93/13/720x532/207791792.jpg
311,"JR. QUIROGA 491, URB. TAMBO DE MONTERRICO, SURCO,  Tambo De Monterrico, Santiago de Surco",300m²Superficie total,207m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,45Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,022,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-tambo-de-monterrico-santiago-de-surco-4-dormitorios-13448394,https://img10.naventcdn.com/avisos/111/00/13/44/83/94/720x532/200424042.jpg
312,"SANTA CATALINA EN PLENA AV. CANADA CON AV. DEL AIRE,  Santa Catalina, La Victoria",400m²Superficie total,400m²Superficie techada,2Estacionamientos,No hay informacion,8Dormitorios,30Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,656,680",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-catalina-la-victoria-5-a-mas-dormitorios-13479268,https://img10.naventcdn.com/avisos/111/00/13/47/92/68/720x532/206787323.jpg
313,"Jr. Las Magnolias,  Los Suspiros, Lurín",256m²Superficie total,256m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 431,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-suspiros-lurin-3-dormitorios-13486240,https://img10.naventcdn.com/avisos/111/00/13/48/62/40/720x532/201184133.jpg
314," Carabayllo, Lima",76m²Superficie total,105m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 210,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-carabayllo-lima-3-dormitorios-58256676,https://img10.naventcdn.com/avisos/111/00/58/25/66/76/720x532/210411074.jpg
315," Santiago de Surco, Lima",326m²Superficie total,300m²Superficie techada,3Estacionamientos,1Medio baño,4Dormitorios,24Antigüedad,No hay informacion,No hay informacion,"S/ 2,177,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-58072508,https://img10.naventcdn.com/avisos/111/00/58/07/25/08/720x532/207528680.jpg
316," Santiago de Surco, Lima",350m²Superficie total,300m²Superficie techada,4Estacionamientos,No hay informacion,4Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 971,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-58106715,https://img10.naventcdn.com/avisos/111/00/58/10/67/15/720x532/208038787.jpg
317," San Borja, Lima",327m²Superficie total,270m²Superficie techada,3Estacionamientos,1Medio baño,5Dormitorios,12Antigüedad,No hay informacion,No hay informacion,"S/ 2,145,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-5-a-mas-dormitorios-13186853,https://img10.naventcdn.com/avisos/111/00/13/18/68/53/720x532/209550200.jpg
318," San Juan de Miraflores, Lima",160m²Superficie total,160m²Superficie techada,2Estacionamientos,No hay informacion,7Dormitorios,3Antigüedad,No hay informacion,No hay informacion,"S/ 402,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-miraflores-lima-5-a-mas-dormitorios-58237797,https://img10.naventcdn.com/avisos/111/00/58/23/77/97/720x532/210167588.jpg
319,"JIRON BARLOVENTO,  El Rosal, Santiago de Surco",223m²Superficie total,223m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,10Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,300,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-rosal-santiago-de-surco-5-a-mas-dormitorios-58261606,https://img10.naventcdn.com/avisos/111/00/58/26/16/06/720x532/210488868.jpg
320," Las Lomas De La Tablada, Villa María del Triunfo",216m²Superficie total,216m²Superficie techada,No hay informacion,No hay informacion,10Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 272,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-lomas-de-la-tablada-villa-maria-del-triunfo-5-a-mas-dormitorios-58222166,https://img10.naventcdn.com/avisos/111/00/58/22/21/66/720x532/209845921.jpg
321,"PASAJE ONEGA,  Rinconada Del Lago, La Molina",540m²Superficie total,540m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,34Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,010,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-rinconada-del-lago-la-molina-4-dormitorios-13508380,https://img10.naventcdn.com/avisos/111/00/13/50/83/80/720x532/201656734.jpg
322,"Calle Diego de Aguero,  Santiago de Surco, Lima",267m²Superficie total,267m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,45Antigüedad,No hay informacion,No hay informacion,"S/ 1,495,170",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-5-a-mas-dormitorios-58039596,https://img10.naventcdn.com/avisos/111/00/58/03/95/96/720x532/207010414.jpg
323," Chosica (Lurigancho), Lima",2512m²Superficie total,254m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 1,980,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-chosica-lurigancho-lima-4-dormitorios-58303024,https://img10.naventcdn.com/avisos/111/00/58/30/30/24/720x532/211087967.jpg
324,"Jiron las madreselva 5ta etapa musa,  La Molina, Lima",260m²Superficie total,90m²Superficie techada,0Estacionamientos,No hay informacion,8Dormitorios,17Antigüedad,No hay informacion,No hay informacion,"S/ 306,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-5-a-mas-dormitorios-58304858,https://img10.naventcdn.com/avisos/111/00/58/30/48/58/720x532/211119060.jpg
325,"EXCLUSIVA CASA IMPECABLE CON TODAS LAS COMODIDADES EN EL CONDOMINIO LA JOLLA,  La Jolla, Asia",650m²Superficie total,650m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,5Antigüedad,No hay informacion,No hay informacion,Consultar precio,No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-jolla-asia-5-a-mas-dormitorios-13486118,https://img10.naventcdn.com/avisos/111/00/13/48/61/18/720x532/201182171.jpg
326,"MZ F LOTE 43,  Sc.3 Gr.28, Villa el Salvador",140m²Superficie total,140m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,15Antigüedad,Parques Cercanos ,No hay informacion,"S/ 458,160",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-sc3-gr28-villa-el-salvador-5-a-mas-dormitorios-13418889,https://img10.naventcdn.com/avisos/111/00/13/41/88/89/720x532/204103724.jpg
327,"BRILLANTES 229,  La Victoria, Lima",140m²Superficie total,140m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 458,700",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-victoria-lima-4-dormitorios-58296988,https://img10.naventcdn.com/avisos/111/00/58/29/69/88/720x532/211000458.jpg
328," San Bartolo, Lima",476m²Superficie total,476m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 1,264,256",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-bartolo-lima-5-a-mas-dormitorios-13422143,https://img10.naventcdn.com/avisos/111/00/13/42/21/43/720x532/199794984.jpg
329,"LOBO BLANCO,  Lobo Blanco, Asia",3001m²Superficie total,350m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 979,400",900,https://urbania.pe/inmueble/venta-de-casa-en-lobo-blanco-asia-5-a-mas-dormitorios-13141720,https://img10.naventcdn.com/avisos/111/00/13/14/17/20/720x532/193756446.jpg
330," El Remanso, La Molina",385m²Superficie total,200m²Superficie techada,3Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 2,150,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-remanso-la-molina-4-dormitorios-13094955,https://img10.naventcdn.com/avisos/111/00/13/09/49/55/720x532/192745298.jpg
331," El Sol De La Molina, La Molina",1000m²Superficie total,290m²Superficie techada,5Estacionamientos,No hay informacion,3Dormitorios,15Antigüedad,Parques Cercanos ,No hay informacion,"S/ 4,816,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-sol-de-la-molina-la-molina-3-dormitorios-13292004,https://img10.naventcdn.com/avisos/111/00/13/29/20/04/720x532/197169774.jpg
332,"calle monte real  La Molina,  La Molina, Lima",1335m²Superficie total,735m²Superficie techada,4Estacionamientos,No hay informacion,4Dormitorios,6Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,654,400","1,000",https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-58077656,https://img10.naventcdn.com/avisos/111/00/58/07/76/56/720x532/207609237.jpg
333," Santiago de Surco, Lima",300m²Superficie total,450m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 1,527,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-5-a-mas-dormitorios-13336014,https://img10.naventcdn.com/avisos/111/00/13/33/60/14/720x532/198210501.jpg
334,"av. Tomas Marsano 1974,  Miraflores, Lima",360m²Superficie total,360m²Superficie techada,3Estacionamientos,1Medio baño,5Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 2,000,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-miraflores-lima-5-a-mas-dormitorios-58173634,https://img10.naventcdn.com/avisos/111/00/58/17/36/34/720x532/209075876.jpg
335,"LA MOLINA 11,  Rinconada Alta, La Molina",529m²Superficie total,550m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 3,984,000",150,https://urbania.pe/inmueble/venta-de-casa-en-rinconada-alta-la-molina-4-dormitorios-13248611,https://img10.naventcdn.com/avisos/111/00/13/24/86/11/720x532/196143434.jpg
336,"Calle 3 urbanizacion playa totoritas MZ L LT4,  Mala, Cañete",200m²Superficie total,155m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,18Antigüedad,No hay informacion,No hay informacion,"S/ 1,095,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-mala-canete-5-a-mas-dormitorios-13317158,https://img10.naventcdn.com/avisos/111/00/13/31/71/58/720x532/197756132.jpg
337,"San Bartolo,  Rivera Norte, San Bartolo",160m²Superficie total,160m²Superficie techada,No hay informacion,No hay informacion,3Dormitorios,20Antigüedad,Parques Cercanos ,No hay informacion,"S/ 636,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-rivera-norte-san-bartolo-3-dormitorios-13316382,https://img10.naventcdn.com/avisos/111/00/13/31/63/82/720x532/197736896.jpg
338,"Casuarinas,  Las Casuarinas, Santiago de Surco",1750m²Superficie total,600m²Superficie techada,5Estacionamientos,No hay informacion,4Dormitorios,19Antigüedad,Parques Cercanos ,No hay informacion,"S/ 8,565,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-casuarinas-santiago-de-surco-4-dormitorios-13498146,https://img10.naventcdn.com/avisos/111/00/13/49/81/46/720x532/201425467.jpg
339,"Av. Jatosisa , Urb. San Fernando,  Pachacamac, Lima",5624m²Superficie total,340m²Superficie techada,5Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 3,320,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pachacamac-lima-4-dormitorios-13138030,https://img10.naventcdn.com/avisos/111/00/13/13/80/30/720x532/193673752.jpg
340," San Borja, Lima",316m²Superficie total,369m²Superficie techada,3Estacionamientos,No hay informacion,5Dormitorios,35Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,158,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-5-a-mas-dormitorios-13302435,https://img10.naventcdn.com/avisos/111/00/13/30/24/35/720x532/197391948.jpg
341,"Palabritas,  Palabritas, Asia",160m²Superficie total,135m²Superficie techada,3Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 787,250",840,https://urbania.pe/inmueble/venta-de-casa-en-palabritas-asia-4-dormitorios-13352255,https://img10.naventcdn.com/avisos/111/00/13/35/22/55/720x532/198453138.jpg
342,"Rinconada Alta de Puruhuay 54A,  Rinconada Alta De Puruhuay, Pachacamac",1443m²Superficie total,1443m²Superficie techada,5Estacionamientos,No hay informacion,5Dormitorios,5Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,394,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-rinconada-alta-de-puruhuay-pachacamac-5-a-mas-dormitorios-13474428,https://img10.naventcdn.com/avisos/111/00/13/47/44/28/720x532/200879578.jpg
343,"Joaquín Torrico 248 SJM,  San Juan de Miraflores, Lima",160m²Superficie total,164m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,30Antigüedad,Parques Cercanos ,No hay informacion,"S/ 544,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-miraflores-lima-4-dormitorios-13475351,https://img10.naventcdn.com/avisos/111/00/13/47/53/51/720x532/200899518.jpg
344,"Altura Km. 42 de la Carretera Central , Ricardo Palma, Huarochirí.,  Santa Ana, Ricardo Palma",9771m²Superficie total,500m²Superficie techada,5Estacionamientos,No hay informacion,5Dormitorios,2Antigüedad,Parques Cercanos ,No hay informacion,"S/ 3,984,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-ana-ricardo-palma-5-a-mas-dormitorios-13109662,https://img10.naventcdn.com/avisos/111/00/13/10/96/62/720x532/194216442.jpg
345," Los Cedros De Villa, Chorrillos",176m²Superficie total,278m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 846,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-cedros-de-villa-chorrillos-5-a-mas-dormitorios-13325776,https://img10.naventcdn.com/avisos/111/00/13/32/57/76/720x532/197974873.jpg
346,"Rincon de la planicie 5,  La Planicie, La Molina",1396m²Superficie total,397m²Superficie techada,4Estacionamientos,No hay informacion,3Dormitorios,5Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,589,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-planicie-la-molina-3-dormitorios-13400108,https://img10.naventcdn.com/avisos/111/00/13/40/01/08/720x532/199316799.jpg
347," San Isidro, Lima",752m²Superficie total,752m²Superficie techada,0Estacionamientos,No hay informacion,0Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 7,281,164",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-isidro-lima-58371994,https://img10.naventcdn.com/avisos/111/00/58/37/19/94/720x532/212247142.jpg
348," San Borja, Lima",680m²Superficie total,445m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,45Antigüedad,No hay informacion,No hay informacion,"S/ 4,732,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-4-dormitorios-58064967,https://img10.naventcdn.com/avisos/111/00/58/06/49/67/720x532/207408344.jpg
349,"VIVIENDA Y NEGOCIO - CASA / A UNA CUADRA DE MERCADO Y LOCALES COMERCIALES,  Santa Luzmila, Comas",220m²Superficie total,136m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 497,668",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-luzmila-comas-4-dormitorios-13430940,https://img10.naventcdn.com/avisos/111/00/13/43/09/40/720x532/200083977.jpg
