,Ubicacion,Metros cuadrados,Metros cuadrados techados,Parqueo,Medio baños,Dormitorios,Antiguedad del edificio,Parque cercano,Piso en el que se encuentra,Venta,Mantenimiento,Link Pagina,Link imagen
25,"Calle. Lérida 170,  Mayorazgo, Ate Vitarte",260m²Superficie total,260m²Superficie techada,No hay informacion,1Medio baño,5Dormitorios,20Antigüedad,Parques Cercanos ,No hay informacion,"S/ 937,300",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-mayorazgo-ate-vitarte-5-a-mas-dormitorios-13290533,https://img10.naventcdn.com/avisos/111/00/13/29/05/33/720x532/197111994.jpg
26,"Condominio Las Arenas,  Asia, Cañete",180m²Superficie total,180m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 1,079,000",950,https://urbania.pe/inmueble/venta-de-casa-en-asia-canete-4-dormitorios-13494407,https://img10.naventcdn.com/avisos/111/00/13/49/44/07/720x532/201345982.jpg
27," La Planicie, La Molina",1311m²Superficie total,1070m²Superficie techada,5Estacionamientos,No hay informacion,7Dormitorios,6Antigüedad,No hay informacion,No hay informacion,"S/ 8,500,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-planicie-la-molina-5-a-mas-dormitorios-58259950,https://img10.naventcdn.com/avisos/111/00/58/25/99/50/720x532/210462352.jpg
28,"SOL DE LA MOLINA,  El Sol De La Molina, La Molina",300m²Superficie total,256m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 1,800,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-sol-de-la-molina-la-molina-3-dormitorios-13320615,https://img10.naventcdn.com/avisos/111/00/13/32/06/15/720x532/197848446.jpg
29," Santa Rosa De Surco, Santiago de Surco",300m²Superficie total,181m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,11Antigüedad,No hay informacion,No hay informacion,"S/ 1,261,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-rosa-de-surco-santiago-de-surco-4-dormitorios-13493816,https://img10.naventcdn.com/avisos/111/00/13/49/38/16/720x532/201333109.jpg
30," La Fontana, La Molina",1050m²Superficie total,300m²Superficie techada,0Estacionamientos,No hay informacion,0Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 4,050,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-fontana-la-molina-13370248,https://img10.naventcdn.com/avisos/111/00/13/37/02/48/720x532/200055960.jpg
31,"LOS OLIVOS,  Los Olivos, Lima",174m²Superficie total,120m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 493,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-olivos-lima-5-a-mas-dormitorios-58257859,https://img10.naventcdn.com/avisos/111/00/58/25/78/59/720x532/210430979.jpg
32,"Calle ARTURO TOSCNINI,  San Borja, Lima",308m²Superficie total,156m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,5Antigüedad,No hay informacion,No hay informacion,"S/ 2,040,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-5-a-mas-dormitorios-57847192,https://img10.naventcdn.com/avisos/111/00/57/84/71/92/720x532/203759970.jpg
33,"EL REMANSO,  La Molina, Lima",420m²Superficie total,320m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 1,859,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-13307529,https://img10.naventcdn.com/avisos/111/00/13/30/75/29/720x532/197513849.jpg
34,"Rinconada del Lago,  Rinconada Del Lago, La Molina",1270m²Superficie total,300m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 4,299,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-rinconada-del-lago-la-molina-4-dormitorios-13483564,https://img10.naventcdn.com/avisos/111/00/13/48/35/64/720x532/201116471.jpg
35,"CLUB DE LA PLANICIE-CV.240119,  La Planicie, La Molina",1500m²Superficie total,400m²Superficie techada,5Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 3,984,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-planicie-la-molina-4-dormitorios-13231408,https://img10.naventcdn.com/avisos/111/00/13/23/14/08/720x532/195746697.jpg
36,"Calle 31 San Isidro,  Corpac, San Isidro",450m²Superficie total,335m²Superficie techada,3Estacionamientos,No hay informacion,5Dormitorios,45Antigüedad,No hay informacion,No hay informacion,"S/ 2,822,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-corpac-san-isidro-5-a-mas-dormitorios-13318189,https://img10.naventcdn.com/avisos/111/00/13/31/81/89/720x532/201576688.jpg
37,"Calle. El Rincón,  La Planicie, La Molina",617m²Superficie total,400m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,1Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,660,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-planicie-la-molina-5-a-mas-dormitorios-13269010,https://img10.naventcdn.com/avisos/111/00/13/26/90/10/720x532/196611551.jpg
38,"Ocasión casa de 3 pisos mas azotea en zona comercial de San juan de Miraflores,  San Juan de Miraflores, Lima",160m²Superficie total,72m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,20Antigüedad,Parques Cercanos ,No hay informacion,"S/ 819,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-miraflores-lima-5-a-mas-dormitorios-13424228,https://img10.naventcdn.com/avisos/111/00/13/42/42/28/720x532/201130733.jpg
39,"Lagonave 184,  Rinconada Del Lago, La Molina",800m²Superficie total,383m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,13Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,527,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-rinconada-del-lago-la-molina-3-dormitorios-57854599,https://img10.naventcdn.com/avisos/111/00/57/85/45/99/720x532/207183405.jpg
40,"Calle. Costa de Oro,  El Sol De La Molina, La Molina",704m²Superficie total,704m²Superficie techada,3Estacionamientos,No hay informacion,4Dormitorios,15Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,759,600",200,https://urbania.pe/inmueble/venta-de-casa-en-el-sol-de-la-molina-la-molina-4-dormitorios-13236846,https://img10.naventcdn.com/avisos/111/00/13/23/68/46/720x532/195864168.jpg
41,"RINCONADA BAJA,  La Molina, Lima",1500m²Superficie total,1500m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 4,296,750",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-3-dormitorios-58021154,https://img10.naventcdn.com/avisos/111/00/58/02/11/54/720x532/206719372.jpg
42," San Borja, Lima",302m²Superficie total,280m²Superficie techada,2Estacionamientos,1Medio baño,4Dormitorios,35Antigüedad,No hay informacion,No hay informacion,"S/ 8,040",130,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-4-dormitorios-58067678,https://img10.naventcdn.com/avisos/111/00/58/06/76/78/720x532/207450105.jpg
43,"Calle Paris, 200 (Isabel Canaval),  Callao, San Miguel",330m²Superficie total,330m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,41Antigüedad,No hay informacion,No hay informacion,"S/ 979,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-callao-san-miguel-5-a-mas-dormitorios-13414444,https://img10.naventcdn.com/avisos/111/00/13/41/44/44/720x532/199589530.jpg
44,"Calle los Perdices 148,  San Isidro, Lima",363m²Superficie total,516m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 2,390,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-isidro-lima-5-a-mas-dormitorios-13473108,https://img10.naventcdn.com/avisos/111/00/13/47/31/08/720x532/200860168.jpg
45,"Carlos Tenaud 118,  Santiago de Surco, Lima",297m²Superficie total,290m²Superficie techada,2Estacionamientos,1Medio baño,4Dormitorios,39Antigüedad,No hay informacion,No hay informacion,"S/ 1,658,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-58069967,https://img10.naventcdn.com/avisos/111/00/58/06/99/67/720x532/208562329.jpg
46,"LA PLANICIE -CV.301019,  La Planicie, La Molina",825m²Superficie total,635m²Superficie techada,3Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 3,303,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-planicie-la-molina-5-a-mas-dormitorios-13459493,https://img10.naventcdn.com/avisos/111/00/13/45/94/93/720x532/200622457.jpg
47,"Clemente X,  Parques De Monterrico, Santiago de Surco",288m²Superficie total,255m²Superficie techada,2Estacionamientos,1Medio baño,4Dormitorios,4Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,382,700",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-parques-de-monterrico-santiago-de-surco-4-dormitorios-13511358,https://img10.naventcdn.com/avisos/111/00/13/51/13/58/720x532/201732495.jpg
48,"Calle. El Rincón 400,  La Planicie, La Molina",464m²Superficie total,431m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,1Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,377,395",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-planicie-la-molina-4-dormitorios-13368243,https://img10.naventcdn.com/avisos/111/00/13/36/82/43/720x532/198689157.jpg
49,"Lunahuana,  Lunahuana, Cañete",2700m²Superficie total,500m²Superficie techada,5Estacionamientos,1Medio baño,6Dormitorios,3Antigüedad,No hay informacion,No hay informacion,"S/ 1,458,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lunahuana-canete-5-a-mas-dormitorios-13478859,https://img10.naventcdn.com/avisos/111/00/13/47/88/59/720x532/214068800.jpg
50," Santiago de Surco, Lima",301m²Superficie total,270m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 2,490,000",150,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-58240093,https://img10.naventcdn.com/avisos/111/00/58/24/00/93/720x532/210148976.jpg
51,"LAS LAGUNAS-CV.110919,  Las Lagunas De La Molina, La Molina",490m²Superficie total,294m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 2,390,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-lagunas-de-la-molina-la-molina-4-dormitorios-13494144,https://img10.naventcdn.com/avisos/111/00/13/49/41/44/720x532/201340872.jpg
52,"Villa El Salvador,  Villa el Salvador, Lima",324m²Superficie total,108m²Superficie techada,2Estacionamientos,1Medio baño,6Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 389,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-villa-el-salvador-lima-5-a-mas-dormitorios-57848463,https://img10.naventcdn.com/avisos/111/00/57/84/84/63/720x532/203778241.jpg
53," San Isidro, Lima",650m²Superficie total,650m²Superficie techada,3Estacionamientos,No hay informacion,5Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 4,178,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-isidro-lima-5-a-mas-dormitorios-58081585,https://img10.naventcdn.com/avisos/111/00/58/08/15/85/720x532/207670423.jpg
54,"Avenida Tupac Amaru,  Comas, Lima",165m²Superficie total,165m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,1Antigüedad,No hay informacion,No hay informacion,"S/ 197,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-comas-lima-3-dormitorios-58334707,https://img10.naventcdn.com/avisos/111/00/58/33/47/07/720x532/211568694.jpg
55,"Av. Miguel Baquero,  Lima Cercado, Lima",213m²Superficie total,157m²Superficie techada,No hay informacion,1Medio baño,5Dormitorios,50Antigüedad,No hay informacion,No hay informacion,"S/ 804,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lima-cercado-lima-5-a-mas-dormitorios-58220148,https://img10.naventcdn.com/avisos/111/00/58/22/01/48/720x532/209814247.jpg
56,"Ricardo Rey Basadre 310,  Magdalena, Lima",125m²Superficie total,125m²Superficie techada,0Estacionamientos,No hay informacion,2Dormitorios,4Antigüedad,No hay informacion,No hay informacion,"S/ 510,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-magdalena-lima-2-dormitorios-13419570,https://img10.naventcdn.com/avisos/111/00/13/41/95/70/720x532/214002217.jpg
57," Las Gaviotas, Asia",300m²Superficie total,230m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,3Antigüedad,No hay informacion,No hay informacion,"S/ 2,822,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-gaviotas-asia-5-a-mas-dormitorios-13293498,https://img10.naventcdn.com/avisos/111/00/13/29/34/98/720x532/197180515.jpg
58,"Calle John Hassinger ,  San Borja, Lima",305m²Superficie total,305m²Superficie techada,3Estacionamientos,No hay informacion,5Dormitorios,38Antigüedad,No hay informacion,No hay informacion,"S/ 1,863,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-5-a-mas-dormitorios-58193843,https://img10.naventcdn.com/avisos/111/00/58/19/38/43/720x532/209393445.jpg
59,"JR MONTEVIDEO 200,  Ate Vitarte, Lima",304m²Superficie total,304m²Superficie techada,No hay informacion,No hay informacion,7Dormitorios,10Antigüedad,Parques Cercanos ,No hay informacion,"S/ 617,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-ate-vitarte-lima-5-a-mas-dormitorios-57843116,https://img10.naventcdn.com/avisos/111/00/57/84/31/16/720x532/203704640.jpg
60,"Jr. Lima 156,  Santa Patricia, La Molina",240m²Superficie total,240m²Superficie techada,No hay informacion,1Medio baño,4Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"S/ 1,582,875",1,https://urbania.pe/inmueble/venta-de-casa-en-santa-patricia-la-molina-4-dormitorios-58248672,https://img10.naventcdn.com/avisos/111/00/58/24/86/72/720x532/210285947.jpg
61," La Molina, Lima",295m²Superficie total,295m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,6Antigüedad,No hay informacion,No hay informacion,"S/ 799,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-3-dormitorios-58104612,https://img10.naventcdn.com/avisos/111/00/58/10/46/12/720x532/208801080.jpg
62,"Av. Reusche Mz R Lt 11,  Pachacamac, Lima",2560m²Superficie total,350m²Superficie techada,5Estacionamientos,No hay informacion,3Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 1,550,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pachacamac-lima-3-dormitorios-58432200,https://img10.naventcdn.com/avisos/111/00/58/43/22/00/720x532/213603042.jpg
63," Villa María del Triunfo, Lima",149m²Superficie total,144m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 268,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-villa-maria-del-triunfo-lima-4-dormitorios-58448283,https://img10.naventcdn.com/avisos/111/00/58/44/82/83/720x532/213888150.jpg
64,"Jr. Las gardenias 300,  Bellatrix, Santiago de Surco",336m²Superficie total,336m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,40Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,091,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-bellatrix-santiago-de-surco-5-a-mas-dormitorios-13348741,https://img10.naventcdn.com/avisos/111/00/13/34/87/41/720x532/198397846.jpg
65," San Miguel, Lima",165m²Superficie total,165m²Superficie techada,2Estacionamientos,1Medio baño,4Dormitorios,10Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,139,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-miguel-lima-4-dormitorios-57821340,https://img10.naventcdn.com/avisos/111/00/57/82/13/40/720x532/203384291.jpg
66," San Isidro, Lima",544m²Superficie total,544m²Superficie techada,4Estacionamientos,No hay informacion,3Dormitorios,70Antigüedad,No hay informacion,No hay informacion,"S/ 4,329,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-isidro-lima-3-dormitorios-57992642,https://img10.naventcdn.com/avisos/111/00/57/99/26/42/720x532/206291202.jpg
67,"Calle Don Diego de Noche,  Los Alerces De Monterrico, Santiago de Surco",601m²Superficie total,601m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,8Antigüedad,Parques Cercanos ,No hay informacion,"S/ 3,000,000",200,https://urbania.pe/inmueble/venta-de-casa-en-los-alerces-de-monterrico-santiago-de-surco-5-a-mas-dormitorios-13120211,https://img10.naventcdn.com/avisos/111/00/13/12/02/11/720x532/193437805.jpg
