,Ubicacion,Metros cuadrados,Metros cuadrados techados,Parqueo,Medio baños,Dormitorios,Antiguedad del edificio,Parque cercano,Piso en el que se encuentra,Venta,Mantenimiento,Link Pagina,Link imagen
117,"LOS OLIVOS,  Los Olivos, Lima",174m²Superficie total,120m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 493,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-olivos-lima-5-a-mas-dormitorios-58257859,https://img10.naventcdn.com/avisos/111/00/58/25/78/59/720x532/210430979.jpg
118," La Molina, Lima",295m²Superficie total,295m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,6Antigüedad,No hay informacion,No hay informacion,"S/ 799,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-3-dormitorios-58104612,https://img10.naventcdn.com/avisos/111/00/58/10/46/12/720x532/208801080.jpg
119,"SOL DE LA MOLINA,  La Molina, Lima",355m²Superficie total,330m²Superficie techada,3Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 2,022,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-57825273,https://img10.naventcdn.com/avisos/111/00/57/82/52/73/720x532/203444191.jpg
120,"CLUB DE LA PLANICIE-CV.240119,  La Planicie, La Molina",1500m²Superficie total,400m²Superficie techada,5Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 3,984,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-planicie-la-molina-4-dormitorios-13231408,https://img10.naventcdn.com/avisos/111/00/13/23/14/08/720x532/195746697.jpg
121,"Calle KAWACHI,  San Juan de Lurigancho, Lima",89m²Superficie total,89m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,5Antigüedad,No hay informacion,No hay informacion,"S/ 524,700",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-lurigancho-lima-5-a-mas-dormitorios-13499994,https://img10.naventcdn.com/avisos/111/00/13/49/99/94/720x532/201467819.jpg
122," San Isidro, Lima",250m²Superficie total,250m²Superficie techada,2Estacionamientos,1Medio baño,3Dormitorios,25Antigüedad,Parque Interno ,No hay informacion,"S/ 1,600,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-isidro-lima-3-dormitorios-13508836,https://img10.naventcdn.com/avisos/111/00/13/50/88/36/720x532/201745130.jpg
123,"Cerca a Parque Sur,  San Isidro, Lima",194m²Superficie total,194m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 1,162,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-isidro-lima-5-a-mas-dormitorios-13475921,https://img10.naventcdn.com/avisos/111/00/13/47/59/21/720x532/200918979.jpg
124,"Jr. Las gardenias 300,  Bellatrix, Santiago de Surco",336m²Superficie total,336m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,40Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,091,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-bellatrix-santiago-de-surco-5-a-mas-dormitorios-13348741,https://img10.naventcdn.com/avisos/111/00/13/34/87/41/720x532/198397846.jpg
125,"PORTADA DE LA PLANICIE ,  La Planicie, La Molina",580m²Superficie total,415m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 2,383,760",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-planicie-la-molina-4-dormitorios-13226144,https://img10.naventcdn.com/avisos/111/00/13/22/61/44/720x532/195633338.jpg
126,"Lagonave 146,  Rinconada Del Lago, La Molina",398m²Superficie total,284m²Superficie techada,3Estacionamientos,No hay informacion,4Dormitorios,23Antigüedad,No hay informacion,No hay informacion,"S/ 2,005,150",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-rinconada-del-lago-la-molina-4-dormitorios-57857463,https://img10.naventcdn.com/avisos/111/00/57/85/74/63/720x532/203911037.jpg
127," Los Cedros De Villa, Chorrillos",156m²Superficie total,170m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,13Antigüedad,No hay informacion,No hay informacion,"S/ 600,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-cedros-de-villa-chorrillos-4-dormitorios-13275973,https://img10.naventcdn.com/avisos/111/00/13/27/59/73/720x532/196761194.jpg
128," San Antonio, Miraflores",180m²Superficie total,180m²Superficie techada,0Estacionamientos,1Medio baño,3Dormitorios,59Antigüedad,Parques Cercanos ,No hay informacion,"S/ 830,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-antonio-miraflores-3-dormitorios-13414445,https://img10.naventcdn.com/avisos/111/00/13/41/44/45/720x532/206413298.jpg
129,"Avenida Alfredo Franco,  Santiago de Surco, Lima",255m²Superficie total,220m²Superficie techada,4Estacionamientos,No hay informacion,4Dormitorios,40Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,560,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-13511371,https://img10.naventcdn.com/avisos/111/00/13/51/13/71/720x532/202884802.jpg
130,"Calle Las Dalias,  La Molina Vieja, La Molina",515m²Superficie total,350m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 2,290,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-vieja-la-molina-5-a-mas-dormitorios-13430107,https://img10.naventcdn.com/avisos/111/00/13/43/01/07/720x532/200054226.jpg
131,"LAS MAGNOLIAS,  Las Magnolias, Santiago de Surco",310m²Superficie total,282m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 2,257,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-magnolias-santiago-de-surco-4-dormitorios-13389125,https://img10.naventcdn.com/avisos/111/00/13/38/91/25/720x532/199089677.jpg
132," San Agustin, Comas",150m²Superficie total,200m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 597,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-agustin-comas-3-dormitorios-13272997,https://img10.naventcdn.com/avisos/111/00/13/27/29/97/720x532/196692845.jpg
133," Miraflores, Lima",430m²Superficie total,430m²Superficie techada,2Estacionamientos,No hay informacion,6Dormitorios,50Antigüedad,No hay informacion,No hay informacion,"S/ 6,899,344",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-miraflores-lima-5-a-mas-dormitorios-58357794,https://img10.naventcdn.com/avisos/111/00/58/35/77/94/720x532/211990743.jpg
134," Pachacamac, Villa el Salvador",100m²Superficie total,100m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 249,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pachacamac-villa-el-salvador-3-dormitorios-13459515,https://img10.naventcdn.com/avisos/111/00/13/45/95/15/720x532/200623012.jpg
135," Las Casuarinas, Santiago de Surco",2725m²Superficie total,812m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 12,616,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-casuarinas-santiago-de-surco-4-dormitorios-13481601,https://img10.naventcdn.com/avisos/111/00/13/48/16/01/720x532/201073531.jpg
136,"EXCELENTE ZONA,  San Borja, Lima",319m²Superficie total,300m²Superficie techada,3Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 2,324,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-4-dormitorios-13313949,https://img10.naventcdn.com/avisos/111/00/13/31/39/49/720x532/197668052.jpg
137,"Jr Domingo Ponte,  Magdalena, Lima",253m²Superficie total,253m²Superficie techada,No hay informacion,No hay informacion,3Dormitorios,57Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,517,900",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-magdalena-lima-3-dormitorios-13427136,https://img10.naventcdn.com/avisos/111/00/13/42/71/36/720x532/199959919.jpg
138," Aurora, Miraflores",336m²Superficie total,336m²Superficie techada,2Estacionamientos,1Medio baño,4Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 2,145,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-aurora-miraflores-4-dormitorios-58235172,https://img10.naventcdn.com/avisos/111/00/58/23/51/72/720x532/210065962.jpg
139,"Calle El Monte 2XX La Ensenada,  La Molina, Lima",242m²Superficie total,242m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,35Antigüedad,No hay informacion,No hay informacion,"S/ 1,132,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-3-dormitorios-13508562,https://img10.naventcdn.com/avisos/111/00/13/50/85/62/720x532/201660917.jpg
140,"Calle Mar Mediterraneo,  Santiago de Surco, Lima",350m²Superficie total,350m²Superficie techada,4Estacionamientos,1Medio baño,7Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 1,848,000",10,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-5-a-mas-dormitorios-57907325,https://img10.naventcdn.com/avisos/111/00/57/90/73/25/720x532/204765284.jpg
141," La Planicie, La Molina",484m²Superficie total,484m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 3,286,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-planicie-la-molina-4-dormitorios-13498995,https://img10.naventcdn.com/avisos/111/00/13/49/89/95/720x532/201446202.jpg
142,"Av. Benavides 700,  Lima Cercado, Lima",400m²Superficie total,300m²Superficie techada,2Estacionamientos,1Medio baño,4Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 345,000",250,https://urbania.pe/inmueble/venta-de-casa-en-lima-cercado-lima-4-dormitorios-58396664,https://img10.naventcdn.com/avisos/111/00/58/39/66/64/720x532/212975318.jpg
143,"x cdra. 4 de av.la paz,  Libertad, San Miguel",200m²Superficie total,84m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 534,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-libertad-san-miguel-5-a-mas-dormitorios-13073788,https://img10.naventcdn.com/avisos/111/00/13/07/37/88/720x532/192474809.jpg
144," Lima Cercado, Lima",250m²Superficie total,230m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,52Antigüedad,No hay informacion,No hay informacion,"S/ 1,641,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lima-cercado-lima-4-dormitorios-58155642,https://img10.naventcdn.com/avisos/111/00/58/15/56/42/720x532/208778646.jpg
145,"Casa EN SAN Borja Norte Frente A Parque Amplio Jardin,  San Borja, Lima",450m²Superficie total,450m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 2,126,149",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-5-a-mas-dormitorios-58417589,https://img10.naventcdn.com/avisos/111/00/58/41/75/89/720x532/213359109.jpg
146," Pachacamac, Pachacamac",500m²Superficie total,135m²Superficie techada,4Estacionamientos,No hay informacion,2Dormitorios,9Antigüedad,No hay informacion,No hay informacion,"USD 211,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pachacamac-pachacamac-2-dormitorios-13450542,https://img10.naventcdn.com/avisos/111/00/13/45/05/42/720x532/208481631.jpg
147,"Alameda del Norte,  Alameda Del Norte Inmovipro, Carabayllo",75m²Superficie total,75m²Superficie techada,No hay informacion,No hay informacion,3Dormitorios,5Antigüedad,Parques Cercanos ,No hay informacion,"S/ 166,000",35,https://urbania.pe/inmueble/venta-de-casa-en-alameda-del-norte-inmovipro-carabayllo-3-dormitorios-58437099,https://img10.naventcdn.com/avisos/111/00/58/43/70/99/720x532/213689064.jpg
148,"mz B4-57 lote 1 grupo bolognesi sector el valle,  San Antonio de Chaclla, Huarochirí",170m²Superficie total,160m²Superficie techada,No hay informacion,No hay informacion,8Dormitorios,3Antigüedad,No hay informacion,No hay informacion,"S/ 323,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-antonio-de-chaclla-huarochiri-5-a-mas-dormitorios-58304671,https://img10.naventcdn.com/avisos/111/00/58/30/46/71/720x532/211115631.jpg
149,"Urb- El Cuadro Chaclacayo.,  Chaclacayo, Chaclacayo",220m²Superficie total,100m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,40Antigüedad,Parques Cercanos ,No hay informacion,"S/ 481,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-chaclacayo-chaclacayo-3-dormitorios-13474864,https://img10.naventcdn.com/avisos/111/00/13/47/48/64/720x532/201461135.jpg
150,"Calle Francisco de Paula Ugarriza,  San Antonio, Miraflores",364m²Superficie total,364m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 1,776,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-antonio-miraflores-5-a-mas-dormitorios-13323578,https://img10.naventcdn.com/avisos/111/00/13/32/35/78/720x532/197982592.jpg
151,"Jiron Junin,  Magdalena, Lima",171m²Superficie total,171m²Superficie techada,0Estacionamientos,No hay informacion,0Dormitorios,80Antigüedad,No hay informacion,No hay informacion,"S/ 1,023,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-magdalena-lima-13489164,https://img10.naventcdn.com/avisos/111/00/13/48/91/64/720x532/207869535.jpg
152,"Calle Bello Horizonte 500,  Rinconada Alta, La Molina",600m²Superficie total,363m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 2,971,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-rinconada-alta-la-molina-5-a-mas-dormitorios-13245408,https://img10.naventcdn.com/avisos/111/00/13/24/54/08/720x532/196060808.jpg
153,"Marcona 190,  Santiago de Surco, Lima",306m²Superficie total,222m²Superficie techada,2Estacionamientos,1Medio baño,4Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 1,658,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-58059022,https://img10.naventcdn.com/avisos/111/00/58/05/90/22/720x532/207314830.jpg
154,"PLAYA PUNTA NEGRA,  Punta Negra, Punta Negra",464m²Superficie total,557m²Superficie techada,5Estacionamientos,No hay informacion,5Dormitorios,23Antigüedad,No hay informacion,No hay informacion,"S/ 2,091,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-punta-negra-punta-negra-5-a-mas-dormitorios-13502661,https://img10.naventcdn.com/avisos/111/00/13/50/26/61/720x532/201543411.jpg
155," San Isidro, Lima",505m²Superficie total,505m²Superficie techada,4Estacionamientos,No hay informacion,4Dormitorios,14Antigüedad,Parques Cercanos ,No hay informacion,"S/ 10,292,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-isidro-lima-4-dormitorios-13513024,https://img10.naventcdn.com/avisos/111/00/13/51/30/24/720x532/201759455.jpg
156,"Urb. La Riviera de Monterrico, La Molina,  San Borja, Lima",200m²Superficie total,320m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,25Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,660,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-4-dormitorios-13434051,https://img10.naventcdn.com/avisos/111/00/13/43/40/51/720x532/200165433.jpg
157," La Molina, Lima",1022m²Superficie total,1022m²Superficie techada,5Estacionamientos,No hay informacion,0Dormitorios,35Antigüedad,No hay informacion,No hay informacion,"S/ 3,935,300",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-57925902,https://img10.naventcdn.com/avisos/111/00/57/92/59/02/720x532/205054220.jpg
158,"Av. Los Incas (EB-DK1082),  San Isidro, Lima",627m²Superficie total,642m²Superficie techada,4Estacionamientos,No hay informacion,4Dormitorios,25Antigüedad,Parques Cercanos ,No hay informacion,"S/ 10,385,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-isidro-lima-4-dormitorios-13333601,https://img10.naventcdn.com/avisos/111/00/13/33/36/01/720x532/198152318.jpg
159,"BARCELONA,  La Molina, Lima",300m²Superficie total,220m²Superficie techada,No hay informacion,1Medio baño,5Dormitorios,20Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,340,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-5-a-mas-dormitorios-58027214,https://img10.naventcdn.com/avisos/111/00/58/02/72/14/720x532/206813912.jpg
160," Asia, Cañete",249m²Superficie total,249m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 913,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-asia-canete-3-dormitorios-13489252,https://img10.naventcdn.com/avisos/111/00/13/48/92/52/720x532/201253780.jpg
161,"VENDO HERMOSA CASA EN SANTA PATRICIA,  Santa Patricia, La Molina",160m²Superficie total,180m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,25Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,029,200",50,https://urbania.pe/inmueble/venta-de-casa-en-santa-patricia-la-molina-5-a-mas-dormitorios-13387469,https://img10.naventcdn.com/avisos/111/00/13/38/74/69/720x532/199056160.jpg
162,"2 PLATAS A.T.314M2 OCUPADO X.PRECARIOS NO QUIEREN SALIR,  San Borja, San Borja",314m²Superficie total,300m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,28Antigüedad,No hay informacion,No hay informacion,"S/ 1,062,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-san-borja-5-a-mas-dormitorios-13495972,https://img10.naventcdn.com/avisos/111/00/13/49/59/72/720x532/207458475.jpg
163,"LA PLANICIE,  La Molina, Lima",1050m²Superficie total,450m²Superficie techada,3Estacionamientos,No hay informacion,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 4,212,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-3-dormitorios-57825299,https://img10.naventcdn.com/avisos/111/00/57/82/52/99/720x532/203444506.jpg
164," Santiago de Surco, Lima",1306m²Superficie total,461m²Superficie techada,4Estacionamientos,No hay informacion,3Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"USD 1,567,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-3-dormitorios-13425284,https://img10.naventcdn.com/avisos/111/00/13/42/52/84/720x532/207709939.jpg
165,"Malecón Miramar Ancón - Leo B / IC - 45,  Miramar 1, Ancón",300m²Superficie total,300m²Superficie techada,No hay informacion,No hay informacion,3Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 325,360",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-miramar-1-ancon-3-dormitorios-13118757,https://img10.naventcdn.com/avisos/111/00/13/11/87/57/720x532/193263695.jpg
166,"Cll santa Magdalena Sofia ##,  Santa Magdalena Sofia, La Molina",372m²Superficie total,288m²Superficie techada,3Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 2,158,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-magdalena-sofia-la-molina-5-a-mas-dormitorios-13300622,https://img10.naventcdn.com/avisos/111/00/13/30/06/22/720x532/197349128.jpg
167,"C/ BENAVIDES,  San Ignacio De Monterrico, Santiago de Surco",300m²Superficie total,300m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 1,693,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-ignacio-de-monterrico-santiago-de-surco-4-dormitorios-13314908,https://img10.naventcdn.com/avisos/111/00/13/31/49/08/720x532/197696044.jpg
168,"Genaro Castro Iglesias,  Aurora, Miraflores",336m²Superficie total,265m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,40Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,158,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-aurora-miraflores-3-dormitorios-13475793,https://img10.naventcdn.com/avisos/111/00/13/47/57/93/720x532/200916131.jpg
169,"HERRERA FRANCISCA 150,  Carabayllo, Lima",536m²Superficie total,536m²Superficie techada,0Estacionamientos,No hay informacion,13Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 465,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-carabayllo-lima-5-a-mas-dormitorios-58436233,https://img10.naventcdn.com/avisos/111/00/58/43/62/33/720x532/213673159.jpg
170," El Haras, La Molina",1081m²Superficie total,371m²Superficie techada,4Estacionamientos,No hay informacion,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 4,420,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-haras-la-molina-3-dormitorios-58215839,https://img10.naventcdn.com/avisos/111/00/58/21/58/39/720x532/209742991.jpg
171," La Molina, Lima",255m²Superficie total,255m²Superficie techada,2Estacionamientos,1Medio baño,3Dormitorios,6Antigüedad,No hay informacion,No hay informacion,"S/ 1,382,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-3-dormitorios-58124263,https://img10.naventcdn.com/avisos/111/00/58/12/42/63/720x532/208357270.jpg
172,"Av los andes ###,  Los Huertos De La Molina, La Molina",1232m²Superficie total,410m²Superficie techada,5Estacionamientos,1Medio baño,5Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 3,984,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-huertos-de-la-molina-la-molina-5-a-mas-dormitorios-13271268,https://img10.naventcdn.com/avisos/111/00/13/27/12/68/720x532/196659604.jpg
173,"Santa Patricia - La Molina - Lima,  Santa Patricia, La Molina",259m²Superficie total,300m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,15Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,726,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-patricia-la-molina-4-dormitorios-13343930,https://img10.naventcdn.com/avisos/111/00/13/34/39/30/720x532/198341864.jpg
174,"Baltazar la Torre,  San Isidro, Lima",500m²Superficie total,500m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,43Antigüedad,Parques Cercanos ,No hay informacion,"S/ 4,482,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-isidro-lima-5-a-mas-dormitorios-13427850,https://img10.naventcdn.com/avisos/111/00/13/42/78/50/720x532/200221637.jpg
175,"Calle La Rueda Lote 17 Mz E,  La Molina, Lima",1005m²Superficie total,700m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,41Antigüedad,No hay informacion,No hay informacion,"S/ 4,125,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-58136412,https://img10.naventcdn.com/avisos/111/00/58/13/64/12/720x532/208509655.jpg
176," Santiago de Surco, Lima",2000m²Superficie total,2000m²Superficie techada,8Estacionamientos,1Medio baño,4Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 13,230,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-58060042,https://img10.naventcdn.com/avisos/111/00/58/06/00/42/720x532/207331918.jpg
177,"COLEGIO MAKARENKO, CARABAYLLO,  Nicanor Arteaga Dominguez, Carabayllo",450m²Superficie total,450m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,19Antigüedad,Parques Cercanos ,No hay informacion,"S/ 458,150",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-nicanor-arteaga-dominguez-carabayllo-5-a-mas-dormitorios-13403760,https://img10.naventcdn.com/avisos/111/00/13/40/37/60/720x532/199389661.jpg
178,"VENDO CASA DE LUJO, 465 M2 CON PISCINA EN LA MOLINA VIEJA,  La Molina Vieja, La Molina",465m²Superficie total,350m²Superficie techada,3Estacionamientos,No hay informacion,3Dormitorios,13Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,456,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-vieja-la-molina-3-dormitorios-13254552,https://img10.naventcdn.com/avisos/111/00/13/25/45/52/720x532/199411677.jpg
179," Comas, Lima",160m²Superficie total,158m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 517,140",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-comas-lima-5-a-mas-dormitorios-58156387,https://img10.naventcdn.com/avisos/111/00/58/15/63/87/720x532/208790657.jpg
180,"HERMOSA CASA,  Camacho, La Molina",1400m²Superficie total,500m²Superficie techada,3Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 6,972,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-camacho-la-molina-5-a-mas-dormitorios-13317783,https://img10.naventcdn.com/avisos/111/00/13/31/77/83/720x532/197773942.jpg
181," Rímac, Lima",403m²Superficie total,162m²Superficie techada,2Estacionamientos,1Medio baño,4Dormitorios,18Antigüedad,No hay informacion,No hay informacion,"S/ 599,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-rimac-lima-4-dormitorios-57987466,https://img10.naventcdn.com/avisos/111/00/57/98/74/66/720x532/206206582.jpg
182,"Calle La Luna 167 Urb. San Roque,  San Roque, Santiago de Surco",160m²Superficie total,145m²Superficie techada,No hay informacion,No hay informacion,3Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 913,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-roque-santiago-de-surco-3-dormitorios-12705786,https://img10.naventcdn.com/avisos/111/00/12/70/57/86/720x532/184708832.jpg
183,"EXCLUSIVA CASA A1,  La Fontana, La Molina",600m²Superficie total,440m²Superficie techada,4Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 4,150,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-fontana-la-molina-4-dormitorios-13351967,https://img10.naventcdn.com/avisos/111/00/13/35/19/67/720x532/198446668.jpg
184,"BARCELONA,  La Molina, Lima",300m²Superficie total,220m²Superficie techada,No hay informacion,1Medio baño,5Dormitorios,20Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,340,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-5-a-mas-dormitorios-58027214,https://img10.naventcdn.com/avisos/111/00/58/02/72/14/720x532/206813912.jpg
185,"Tercera Etapa Calle 15,  Cieneguilla, Lima",1250m²Superficie total,100m²Superficie techada,5Estacionamientos,No hay informacion,2Dormitorios,5Antigüedad,Parques Cercanos ,No hay informacion,"S/ 830,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-cieneguilla-lima-2-dormitorios-12850857,https://img10.naventcdn.com/avisos/111/00/12/85/08/57/720x532/186444715.jpg
